"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","1 340","","1 340","","1 315","","1 250","","1 190","","1 200","","1 180","","1 175","","1 175","","1 180","","","","","","","","","","","","","",""
"","","","","","Asian ","","1 490","","1 580","","1 640","","1 620","","1 640","","1 695","","1 800","","1 880","","1 960","","2 075","","","","","","","","","","","","","",""
"","","","","","Black","","6 395","","6 385","","6 185","","6 130","","5 625","","5 355","","5 025","","4 840","","4 695","","4 540","","","","","","","","","","","","","",""
"","","","","","Other","","0 675","","0 660","","0 630","","0 600","","0 550","","0 520","","0 490","","0 485","","0 480","","0 480","","","","","","","","","","","","","",""
"","","","White","","","","79 680","88.9","78 300","88.7","75 920","88.6","73 480","88.4","68 760","88.4","67 230","88.5","65 660","88.5","64 780","88.5","64 020","88.5","63 320","88.4","","","","","","","","","","","","",""
"","","","Unknown","","","","0 200","*","0 150","*","0 150","*","0 260","*","0 100","*","0 090","*","0 080","*","0 080","*","0 120","*","0 080","*","","","","","","","","","","","","",""
"","","Sergeant and above ","","","","","21 350","","20 680","","20 350","","19 330","","18 580","","17 920","","17 920","","17 610","","18 080","","17 930","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 760","3.6","0 800","3.9","0 910","4.5","0 910","4.7","0 990","5.3","1 020","5.7","1 110","6.2","1 170","6.7","1 320","7.3","1 380","7.7","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 240","","0 235","","0 230","","0 210","","0 195","","0 190","","0 185","","0 180","","0 195","","0 200","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 140","","0 155","","0 175","","0 185","","0 215","","0 225","","0 260","","0 285","","0 320","","0 330","","","","","","","","","","","","","",""
"","","","","","Black","","0 295","","0 325","","0 400","","0 420","","0 490","","0 515","","0 570","","0 605","","0 705","","0 750","","","","","","","","","","","","","",""
"","","","","","Other","","0 090","","0 095","","0 105","","0 100","","0 095","","0 090","","0 090","","0 100","","0 105","","0 105","","","","","","","","","","","","","",""
"","","","White","","","","20 520","96.4","19 820","96.1","19 390","95.5","18 380","95.3","17 560","94.7","16 870","94.3","16 790","93.8","16 420","93.3","16 740","92.7","16 520","92.3","","","","","","","","","","","","",""
"","","","Unknown","","","","0 070","*","0 060","*","0 040","*","0 030","*","0 040","*","0 030","*","0 020","*","0 020","*","0 030","*","0 020","*","","","","","","","","","","","","",""
"","","Corporal and below","","","","","68 420","","67 740","","65 490","","64 020","","59 280","","58 170","","56 300","","55 630","","54 360","","53 740","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","9 140","13.4","9 160","13.5","8 860","13.5","8 690","13.6","8 020","13.5","7 750","13.3","7 390","13.1","7 210","13.0","6 990","12.9","6 890","12.8","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","1 100","","1 105","","1 085","","1 040","","0 995","","1 005","","0 995","","0 990","","0 980","","0 980","","","","","","","","","","","","","",""
"","","","","","Asian ","","1 355","","1 430","","1 465","","1 435","","1 425","","1 470","","1 540","","1 595","","1 640","","1 745","","","","","","","","","","","","","",""
"","","","","","Black","","6 105","","6 060","","5 785","","5 710","","5 135","","4 840","","4 455","","4 235","","3 995","","3 790","","","","","","","","","","","","","",""
"","","","","","Other","","0 585","","0 565","","0 525","","0 505","","0 455","","0 435","","0 395","","0 385","","0 380","","0 375","","","","","","","","","","","","","",""
"","","","White","","","","59 160","86.6","58 480","86.5","56 530","86.5","55 100","86.4","51 200","86.5","50 360","86.7","48 870","86.9","48 360","87.0","47 280","87.1","46 800","87.2","","","","","","","","","","","","",""
"","","","Unknown","","","","0 120","*","0 090","*","0 110","*","0 230","*","0 070","*","0 060","*","0 050","*","0 060","*","0 090","*","0 060","*","","","","","","","","","","","","",""
"Royal Air Force","","","","","","","40 000","","38 500","","37 030","","35 920","","35 230","","34 520","","33 930","","33 580","","33 460","","33 270","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 770","2.0","0 750","2.0","0 720","2.0","0 700","2.0","0 700","2.1","0 690","2.1","0 690","2.1","0 690","2.1","0 720","2.2","0 710","2.2","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 350","","0 345","","0 340","","0 335","","0 335","","0 330","","0 340","","0 340","","0 360","","0 355","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 155","","0 145","","0 145","","0 140","","0 135","","0 135","","0 135","","0 135","","0 145","","0 140","","","","","","","","","","","","","",""
"","","","","","Black","","0 170","","0 170","","0 160","","0 155","","0 155","","0 150","","0 155","","0 150","","0 155","","0 155","","","","","","","","","","","","","",""
"","","","","","Other","","0 095","","0 095","","0 085","","0 075","","0 075","","0 070","","0 065","","0 065","","0 060","","0 060","","","","","","","","","","","","","",""
"","","","White","","","","37 310","98.0","36 070","98.0","34 760","98.0","33 750","98.0","33 090","97.9","32 440","97.9","32 190","97.9","31 880","97.9","31 740","97.8","31 580","97.8","","","","","","","","","","","","",""
"","","","Unknown","","","","1 920","*","1 670","*","1 550","*","1 460","*","1 440","*","1 390","*","1 040","*","1 020","*","1 000","*","0 970","*","","","","","","","","","","","","",""
"","Officers","","","","","","9 030","","8 560","","8 230","","7 980","","7 850","","7 740","","7 630","","7 480","","7 460","","7 470","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 190","2.3","0 180","2.3","0 180","2.3","0 170","2.3","0 170","2.3","0 160","2.3","0 160","2.2","0 150","2.1","0 160","2.2","0 150","2.2","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 075","","0 075","","0 075","","0 075","","0 070","","0 070","","0 070","","0 065","","0 070","","0 065","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 050","","0 045","","0 040","","0 040","","0 040","","0 045","","0 045","","0 040","","0 040","","0 040","","","","","","","","","","","","","",""
"","","","","","Black","","0 035","","0 035","","0 035","","0 030","","0 030","","0 030","","0 030","","0 025","","0 030","","0 030","","","","","","","","","","","","","",""
"","","","","","Other","","0 030","","0 030","","0 025","","0 025","","0 025","","0 020","","0 020","","0 020","","0 015","","0 015","","","","","","","","","","","","","",""
"","","","White","","","","8 150","97.7","7 780","97.7","7 480","97.7","7 270","97.7","7 110","97.7","7 030","97.7","7 080","97.8","6 960","97.9","6 940","97.8","6 960","97.8","","","","","","","","","","","","",""
"","","","Unknown","","","","0 690","*","0 600","*","0 580","*","0 550","*","0 570","*","0 550","*","0 390","*","0 370","*","0 360","*","0 360","*","","","","","","","","","","","","",""
"","","Wing Commander and above ","","","","","1 530","","1 540","","1 440","","1 480","","1 430","","1 470","","1 430","","1 420","","1 390","","1 430","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 030","2.4","0 030","2.2","0 030","2.2","0 030","2.4","0 030","2.4","0 040","2.7","0 040","2.7","0 030","2.4","0 030","2.3","0 030","2.3","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 010","","0 010","","0 010","","0 010","","0 010","","0 015","","0 015","","0 010","","0 010","","0 010","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 015","","0 010","","0 010","","0 010","","","","","","","","","","","","","",""
"","","","","","Black","","~","","~","","~","","~","","~","","~","","~","","~","","~","","~","","","","","","","","","","","","","",""
"","","","","","Other","","0 005","","0 005","","0 005","","0 010","","0 010","","0 010","","0 005","","0 005","","0 005","","0 005","","","","","","","","","","","","","",""
"","","","White","","","","1 400","97.6","1 420","97.8","1 330","97.8","1 360","97.6","1 320","97.6","1 340","97.3","1 330","97.3","1 320","97.6","1 300","97.7","1 330","97.7","","","","","","","","","","","","",""
"","","","Unknown","","","","0 090","*","0 090","*","0 080","*","0 090","*","0 080","*","0 090","*","0 060","*","0 070","*","0 070","*","0 080","*","","","","","","","","","","","","",""
"","","Squadron Leader and below","","","","","7 500","","7 020","","6 790","","6 510","","6 410","","6 280","","6 200","","6 060","","6 060","","6 040","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 160","2.3","0 150","2.3","0 140","2.3","0 140","2.2","0 130","2.2","0 130","2.2","0 120","2.1","0 120","2.0","0 130","2.2","0 120","2.1","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 065","","0 065","","0 065","","0 060","","0 060","","0 055","","0 055","","0 055","","0 060","","0 055","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 040","","0 035","","0 030","","0 030","","0 030","","0 030","","0 030","","0 030","","0 030","","0 030","","","","","","","","","","","","","",""
"","","","","","Black","","0 030","","0 030","","0 030","","0 025","","0 025","","0 025","","0 025","","0 025","","0 025","","0 030","","","","","","","","","","","","","",""
"","","","","","Other","","0 020","","0 020","","0 020","","0 015","","0 015","","0 015","","0 010","","0 010","","0 010","","0 010","","","","","","","","","","","","","",""
"","","","White","","","","6 740","97.7","6 350","97.7","6 150","97.7","5 910","97.8","5 800","97.8","5 690","97.8","5 750","97.9","5 640","98.0","5 640","97.8","5 640","97.9","","","","","","","","","","","","",""
"","","","Unknown","","","","0 600","*","0 510","*","0 490","*","0 460","*","0 480","*","0 460","*","0 330","*","0 300","*","0 290","*","0 280","*","","","","","","","","","","","","",""
"","Other Ranks","","","","","","30 970","","29 930","","28 790","","27 930","","27 380","","26 780","","26 300","","26 110","","26 000","","25 790","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 580","1.9","0 570","2.0","0 550","2.0","0 540","2.0","0 530","2.0","0 520","2.0","0 530","2.1","0 540","2.1","0 560","2.2","0 560","2.2","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 275","","0 270","","0 265","","0 260","","0 265","","0 265","","0 270","","0 275","","0 290","","0 290","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 105","","0 100","","0 100","","0 100","","0 090","","0 090","","0 090","","0 095","","0 100","","0 100","","","","","","","","","","","","","",""
"","","","","","Black","","0 130","","0 130","","0 125","","0 125","","0 125","","0 120","","0 125","","0 125","","0 130","","0 125","","","","","","","","","","","","","",""
"","","","","","Other","","0 065","","0 065","","0 055","","0 050","","0 050","","0 050","","0 045","","0 045","","0 045","","0 040","","","","","","","","","","","","","",""
"","","","White","","","","29 160","98.1","28 290","98.0","27 270","98.0","26 490","98.0","25 980","98.0","25 420","98.0","25 120","97.9","24 920","97.9","24 800","97.8","24 620","97.8","","","","","","","","","","","","",""
"","","","Unknown","","","","1 230","*","1 070","*","0 970","*","0 910","*","0 880","*","0 840","*","0 650","*","0 650","*","0 640","*","0 610","*","","","","","","","","","","","","",""
"","","Sergeant and above ","","","","","9 730","","9 420","","9 200","","8 900","","8 710","","8 450","","8 250","","8 140","","8 150","","8 130","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 160","1.7","0 160","1.7","0 150","1.7","0 140","1.7","0 140","1.7","0 130","1.7","0 130","1.7","0 120","1.6","0 130","1.6","0 120","1.6","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 075","","0 070","","0 075","","0 070","","0 070","","0 065","","0 065","","0 060","","0 065","","0 060","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 030","","0 030","","0 030","","0 025","","0 025","","0 020","","0 020","","0 020","","0 015","","0 015","","","","","","","","","","","","","",""
"","","","","","Black","","0 030","","0 025","","0 025","","0 025","","0 025","","0 025","","0 025","","0 025","","0 025","","0 025","","","","","","","","","","","","","",""
"","","","","","Other","","0 025","","0 025","","0 020","","0 020","","0 020","","0 020","","0 020","","0 020","","0 020","","0 020","","","","","","","","","","","","","",""
"","","","White","","","","8 990","98.3","8 740","98.3","8 530","98.3","8 260","98.3","8 060","98.3","7 810","98.3","7 710","98.3","7 620","98.4","7 630","98.4","7 610","98.4","","","","","","","","","","","","",""
"","","","Unknown","","","","0 580","*","0 520","*","0 520","*","0 510","*","0 510","*","0 500","*","0 410","*","0 390","*","0 390","*","0 400","*","","","","","","","","","","","","",""
"","","Corporal and below","","","","","21 240","","20 520","","19 600","","19 030","","18 670","","18 330","","18 050","","17 970","","17 850","","17 670","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 420","2.0","0 410","2.1","0 400","2.1","0 390","2.1","0 390","2.1","0 390","2.2","0 400","2.3","0 420","2.3","0 440","2.5","0 440","2.5","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 200","","0 195","","0 195","","0 190","","0 195","","0 200","","0 205","","0 210","","0 225","","0 230","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 075","","0 070","","0 070","","0 070","","0 065","","0 070","","0 070","","0 075","","0 085","","0 085","","","","","","","","","","","","","",""
"","","","","","Black","","0 105","","0 105","","0 100","","0 100","","0 100","","0 095","","0 100","","0 100","","0 100","","0 100","","","","","","","","","","","","","",""
"","","","","","Other","","0 040","","0 040","","0 035","","0 030","","0 030","","0 030","","0 025","","0 025","","0 025","","0 025","","","","","","","","","","","","","",""
"","","","White","","","","20 170","98.0","19 560","97.9","18 740","97.9","18 230","97.9","17 910","97.9","17 610","97.8","17 400","97.7","17 300","97.7","17 170","97.5","17 010","97.5","","","","","","","","","","","","",""
"","","","Unknown","","","","0 650","*","0 550","*","0 450","*","0 400","*","0 360","*","0 340","*","0 240","*","0 250","*","0 240","*","0 220","*","","","","","","","","","","","","",""
"1.","Figures are for paid rank. A Table of NATO Rank Codes and UK Service Ranks can be seen in the Glossary of terms.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.","Mixed comprises Mixed Black African and White, Mixed Asian and White, Mixed Black Caribbean and White and other Mixed Ethnic Backgrounds. Asian comprises Asian Bangladeshi, Asian Pakistani, Asian Indian and other Asian Backgrounds, and reflecting changes made in the 2011 Census, now includes Chinese. Black comprises Black Caribbean, Black African and other Black Backgrounds. Other is defined as ""other ethnic background"".","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.","Unknown includes those with an unrecorded ethnic origin and those who chose not to declare. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.","All figures are rounded to the nearest 10, with the exception of those in the detailed Black, Asian and Minority Ethnic categories. These figures are rounded to the nearest 5 and therefore may not sum to the totals shown. When rounding to the nearest 5, ""6"" and ""7"" round to ""5"". ""~"" represents 5 or fewer.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5.","At 1 October 2016, 99.1 per cent of UK Regular Forces personnel had a known ethnicity as recorded on Joint Personnel Administration (JPA).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6.","Percentages are calculated from those with a known ethnicity. Personnel with an Unknown ethnicity are excluded from this calculation. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
