Zone Name,Market Name,Location,UPC,Name,PSA Category Name,Pack Type,CORE,Capacity,Total Unit Movement,Total PFP Facings,Total $ Movement,Delete- store only- no package,desired outcome for location 10298 considering package
,SOUTHWEST DETROIT,34347,1820097013,Best Damn Apple Ale 6/12B,Specialty,Multi,,3,0.07,2,0.64,,
,SOUTHWEST DETROIT,34347,6206705141,Labatt Blue 24/12C,Imports,Multi,,2,0.04,6,0.61,,
,SOUTHWEST DETROIT,34347,75452700201,New Belgium Folly Pack 12/12B,Micro,Multi,,2,0.04,3,0.61,,
,SOUTHWEST DETROIT,34347,3410001340,Miller High Life 18/12C,Sub Premium,Multi,,2,0.04,6,0.4,,
,SOUTHWEST DETROIT,34347,3410098922,Henrys Hard Soda Ginger Ale 6/12B,Specialty,Multi,,3,0.04,2,0.32,,
,SOUTHWEST DETROIT,34347,85972800402,Griffin Claw Grind Line Pale Ale 4/16C,Micro,Multi,,5,0.07,2,0.28,,
,SOUTHWEST DETROIT,34347,3410057505,Miller Lite 6/12B,Premium,Multi,,3,0.04,2,0.25,,
,SOUTHWEST DETROIT,34347,1820000769,Bud Light 12/12B,Premium,Multi,CORE,2,0,3,0,,
,SOUTHWEST DETROIT,34347,1820018993,Bud Light Platinum 6/12B,Specialty,Multi,,3,0,2,0,,
,SOUTHWEST DETROIT,34347,1820086031,Busch Light 30/12D,Sub Premium,Multi,,4,0,12,0,,
,SOUTHWEST DETROIT,34347,88715100213,Coney Island Hard Root Beer 6/12B,Micro,Multi,,3,0,2,0,,
,SOUTHWEST DETROIT,34347,85972800422,Griffin Claw Seasonal 4/16C,Micro,Multi,,5,0,2,0,,
,SOUTHWEST DETROIT,34347,3410008746,Redd's Green Apple 6/12B,Specialty,Multi,,3,0,2,0,,
,SOUTHWEST DETROIT,34347,1820025000,Budweiser 1/25C,Premium,Single,,45,4.18,5,7.23,,
,SOUTHWEST DETROIT,34347,1820025001,Bud Light 1/25C,Premium,Single,CORE,36,2.43,4,4.28,,
,SOUTHWEST DETROIT,34347,1820025013,Natty Daddy 1/25C,Sub Premium,Single,,36,2.71,4,3.91,,
,SOUTHWEST DETROIT,34347,1820025008,Natural Ice 1/25C,Sub Premium,Single,,18,1.75,2,2.57,,
,SOUTHWEST DETROIT,34347,1820025543,Bud Light Platinum 1/25C,Specialty,Single,,9,0.79,1,2.33,,
,SOUTHWEST DETROIT,34347,1820025006,Bud Ice 1/25C,Sub Premium,Single,,9,1.18,1,2.13,,
,SOUTHWEST DETROIT,34347,8066095641,Corona Extra 1/24B,Imports,Single,,8,0.64,1,1.92,,
,SOUTHWEST DETROIT,34347,1820000126,Budweiser 1/40B,Premium,Single,,7,0.46,1,1.62,,
,SOUTHWEST DETROIT,34347,6206705162,Labatt Blue 1/24C,Imports,Single,,9,0.89,1,1.57,,
,SOUTHWEST DETROIT,34347,7125000019,Colt 45 Malt 1/40B,Malt Liquor,Single,,7,0.46,1,1.39,,
,SOUTHWEST DETROIT,34347,3410000355,Miller Lite 1/24C,Premium,Single,,9,0.71,1,1.31,,
,SOUTHWEST DETROIT,34347,1820025505,Bud Light Lime Straw-Ber-Rita 1/25C,FMB,Single,,9,0.39,1,1.24,,
,SOUTHWEST DETROIT,34347,1820000538S,Bud Light 1/16C x4,Premium,Single,,10,0.79,1,1.17,,
,SOUTHWEST DETROIT,34347,7199030065,Coors Light 1/24C,Premium,Single,,9,0.64,1,1.16,,
,SOUTHWEST DETROIT,34347,7289000119,Heineken 1/24C,Imports,Single,,27,0.39,3,1.16,,
,SOUTHWEST DETROIT,34347,6206704962,Labatt Blue Light 1/24C,Imports,Single,,9,0.64,1,1.13,,
,SOUTHWEST DETROIT,34347,7825000328,Steel Res. High Gravity 1/24C,Malt Liquor,Single,,18,0.75,2,1.11,,
,SOUTHWEST DETROIT,34347,1820000160,Bud Light 1/40B,Premium,Single,,7,0.29,1,1,,
,SOUTHWEST DETROIT,34347,1820095999,Bud Light Lime Lemon-Ade-Rita 1/25C,FMB,Single,CORE,18,0.29,2,0.82,,
,SOUTHWEST DETROIT,34347,1820025014,Bud Light Lime-A-Rita 1/25C,FMB,Single,,9,0.25,1,0.79,,
,SOUTHWEST DETROIT,34347,8382023480,Guinness Extra Stout 1/22B,Imports,Single,,9,0.21,1,0.64,,
,SOUTHWEST DETROIT,34347,1820025531,Bud Light Lime Raz-Ber-Rita 1/25C,FMB,Single,,9,0.18,1,0.53,,
,SOUTHWEST DETROIT,34347,3410000387,Redd's Wicked Black Cherry 1/24C,Specialty,Single,,9,0.18,1,0.53,,
,SOUTHWEST DETROIT,34347,3410000820,Milwaukee's Best Ice 1/24C,Sub Premium,Single,,9,0.32,1,0.5,,
,SOUTHWEST DETROIT,34347,1820000537S,Budweiser 1/16C x4,Premium,Single,,10,0.29,1,0.44,,
,SOUTHWEST DETROIT,34347,1820025540,Budweiser Black Crown 1/25C,Specialty,Single,,9,0.21,1,0.44,,
,SOUTHWEST DETROIT,34347,3410000349,Redd's Wicked Mango 1/24C,Specialty,Single,,9,0.14,1,0.41,,
,SOUTHWEST DETROIT,34347,61403622011,New Holland Dragon's Milk 1/22B,Micro,Single,,9,0.04,1,0.29,,
,SOUTHWEST DETROIT,34347,3410000622,Olde Eng 800 1/40B,Malt Liquor,Single,,7,0.07,1,0.19,,
,SOUTHWEST DETROIT,34347,1820096920,Mixx Tail Hurricane 1/25C,FMB,Single,,9,0.07,1,0.16,Delete,
,SOUTHWEST DETROIT,34347,3410000158S,Miller Lite 1/16C x4,Premium,Single,,10,0.04,1,0.05,Delete,
,SOUTHWEST DETROIT,34347,1820025584S,Best Damn Apple Ale 1/16C,Specialty,Single,,10,0,1,0,Delete,
,SOUTHWEST DETROIT,34347,1820000795,Bud Light 1/16AL,Premium,Single,,11,0,1,0,Delete,
,SOUTHWEST DETROIT,34347,1820025533,Bud Light Lime Mang-O-Rita 1/25C,FMB,Single,,9,0,1,0,Delete,
,SOUTHWEST DETROIT,34347,84980600116,Four Loko Gold 14 pct 1/24C,FMB,Single,,9,0,1,0,Delete,
,SOUTHWEST DETROIT,34347,63598524985,Mikes HARDER Cranberry Lemonade 1/23.5C,FMB,Single,,9,0,1,0,Delete,
,SOUTHWEST DETROIT,34347,63598524583,Mikes HARDER Lemonade 1/23.5C,FMB,Single,,9,0,1,0,Delete,
,SOUTHWEST DETROIT,34347,1820096919,Mixx Tail Long Island 1/25C,FMB,Single,,9,0,1,0,Delete,
NORTH ATLANTIC,NEW YORK MANHATTAN,39253,1820021985,Budweiser 3/25C,Premium,Multi,,8,1.71,3,13.69,,
,NEW YORK MANHATTAN,39253,1820021986,Bud Light 3/25C,Premium,Multi,,12,1.11,5,8.84,,
,NEW YORK MANHATTAN,39253,1820053218,Bud Light 18/12C,Premium,Multi,,6,0.39,12,7.46,,
,NEW YORK MANHATTAN,39253,8066095605,Corona Extra 6/12B,Imports,Multi,,4,0.54,3,6.96,,
,NEW YORK MANHATTAN,39253,1820011218,Budweiser 18/12C,Premium,Multi,,3,0.32,6,6.1,,
,NEW YORK MANHATTAN,39253,7199030017,Coors Light 18/12C,Premium,Multi,,3,0.32,6,6.1,,
,NEW YORK MANHATTAN,39253,78615000001,Stella Artois 6/11B,Imports,Multi,,9,0.39,6,5.11,,
,NEW YORK MANHATTAN,39253,7289000011,Heineken 6/12B,Imports,Multi,,3,0.32,2,4.17,,
,NEW YORK MANHATTAN,39253,7199030120,Coors Light 3/24C,Premium,Multi,,8,0.5,3,4,,
,NEW YORK MANHATTAN,39253,7289000016,Heineken 12/12B,Imports,Multi,,4,0.18,6,3.76,,
,NEW YORK MANHATTAN,39253,1820053047,Bud Light 12/12C,Premium,Multi,CORE,6,0.29,8,3.72,,
,NEW YORK MANHATTAN,39253,18195400002,Peroni Nastro Azzuro 6/12B,Imports,Multi,,3,0.25,2,3.25,,
,NEW YORK MANHATTAN,39253,8066095715,Modelo 12/12C,Imports,Multi,CORE,3,0.14,4,3,,
,NEW YORK MANHATTAN,39253,8066095615,Corona Extra 12/12B,Imports,Multi,,4,0.14,6,3,,
,NEW YORK MANHATTAN,39253,7199009511,Blue Moon Belgian White Ale 6/12B,Specialty,Multi,,3,0.21,2,2.78,,
,NEW YORK MANHATTAN,39253,1820011047,Budweiser 12/12C,Premium,Multi,,6,0.14,8,2,,
,NEW YORK MANHATTAN,39253,3061300016,Brooklyn Pilsner 6/12B,Micro,Multi,,3,0.14,2,1.86,,
,NEW YORK MANHATTAN,39253,7199000048,Coors Light 12/12C,Premium,Multi,,3,0.14,4,1.86,,
,NEW YORK MANHATTAN,39253,8769282102,Angry Orchard Crisp Apple 6/12B,Cider,Multi,,3,0.11,2,1.39,,
,NEW YORK MANHATTAN,39253,8066095625,Corona Light 6/12B,Imports,Multi,,3,0.11,2,1.39,,
,NEW YORK MANHATTAN,39253,3410098922,Henrys Hard Soda Ginger Ale 6/12B,Specialty,Multi,,3,0.07,2,0.85,,
,NEW YORK MANHATTAN,39253,8066095765,Modelo 6/12B,Imports,Multi,CORE,2,0.04,2,0.47,,
,NEW YORK MANHATTAN,39253,9200002013,Small Town Not Your Fathers Gngr 6/12B,Micro,Multi,,3,0.04,2,0.43,,
,NEW YORK MANHATTAN,39253,1820000769,Bud Light 12/12B,Premium,Multi,CORE,6,0,8,0,,
,NEW YORK MANHATTAN,39253,1820097001,Estrella Jalisco 6/12B,Imports,Multi,CORE,3,0,2,0,,
,NEW YORK MANHATTAN,39253,8769200149,Angry Orchard Green Apple 6/12B,Cider,Multi,,3,0,2,0,,
,NEW YORK MANHATTAN,39253,1820097013,Best Damn Apple Ale 6/12B,Specialty,Multi,,3,0,2,0,,
,NEW YORK MANHATTAN,39253,1820020002,Best Damn Root Beer 6/12B,Specialty,Multi,,3,0,2,0,,
,NEW YORK MANHATTAN,39253,1820020998,Bud Light 8/16AL,Premium,Multi,,5,0,4,0,,
,NEW YORK MANHATTAN,39253,3410098916,Henrys Hard Soda Orange Ale 6/12B,Specialty,Multi,,3,0,2,0,,
,NEW YORK MANHATTAN,39253,3410051605,Leinenkugel Seasonal Shandy 6/12B,Specialty,Multi,,3,0,2,0,,
,NEW YORK MANHATTAN,39253,3410057340,Miller Lite 18/12C,Premium,Multi,,3,0,6,0,,
,NEW YORK MANHATTAN,39253,3410098930,Redd's Seasonal 6/12B,Specialty,Multi,,3,0,2,0,,
,NEW YORK MANHATTAN,39253,8769200269,Samuel Adams Rebel Rouser 6/12B,Micro,Multi,,3,0,2,0,,
,NEW YORK MANHATTAN,39253,8769230050,Samuel Adams Seasonal 6/12B,Micro,Multi,,3,0,2,0,,
,NEW YORK MANHATTAN,39253,7825000613,Steel Reserve Hard Pineapple 6/16C,Malt Liquor,Multi,,3,0,2,0,,
,NEW YORK MANHATTAN,39253,8769200312,Twisted Tea 6/12C,FMB,Multi,,6,0,4,0,,
,NEW YORK MANHATTAN,39253,7143900601,Rolling Rock 1/25C,Sub Premium,Single,,64,5.96,8,13.6,,
,NEW YORK MANHATTAN,39253,7199010071,Coors 1/24C,Premium,Single,,8,4.07,1,9.53,,
,NEW YORK MANHATTAN,39253,7289000119,Heineken 1/24C,Imports,Single,,24,2.07,3,8.45,,
,NEW YORK MANHATTAN,39253,1820025000,Budweiser 1/25C,Premium,Single,,8,2.54,1,7.3,,
,NEW YORK MANHATTAN,39253,1820025001,Bud Light 1/25C,Premium,Single,CORE,32,2.39,4,6.84,,
,NEW YORK MANHATTAN,39253,1820025538,Bud Light Lime-A-Rita Seasonal 1/25C,FMB,Single,CORE,8,1.93,1,6.27,,
,NEW YORK MANHATTAN,39253,1820025505,Bud Light Lime Straw-Ber-Rita 1/25C,FMB,Single,,16,1.29,2,5.03,,
,NEW YORK MANHATTAN,39253,7199030065,Coors Light 1/24C,Premium,Single,,16,1.71,2,4.85,,
,NEW YORK MANHATTAN,39253,1820095999,Bud Light Lime Lemon-Ade-Rita 1/25C,FMB,Single,,8,1.07,1,4.08,,
,NEW YORK MANHATTAN,39253,8066095643,Corona Extra 1/24C,Imports,Single,,8,0.93,1,3.57,,
,NEW YORK MANHATTAN,39253,1820025008,Natural Ice 1/25C,Sub Premium,Single,,40,1.5,5,3.53,,
,NEW YORK MANHATTAN,39253,1820025533,Bud Light Lime Mang-O-Rita 1/25C,FMB,Single,,8,0.82,1,3.37,,
,NEW YORK MANHATTAN,39253,8066095721,Modelo 1/24C,Imports,Single,,8,0.43,1,1.76,,
,NEW YORK MANHATTAN,39253,1820025802S,Best Damn Root Beer 1/16C,Specialty,Single,,9,0.68,1,1.47,,
,NEW YORK MANHATTAN,39253,3354495022,Pacifico Clara 1/24C,Imports,Single,,8,0.29,1,1.07,,
,NEW YORK MANHATTAN,39253,3410000355,Miller Lite 1/24C,Premium,Single,,8,0.14,1,0.42,,
,NEW YORK MANHATTAN,39253,1820025816,Estrella Jalisco 1/24C,Imports,Single,CORE,8,0,1,0,,
,NEW YORK MANHATTAN,39253,8769200290,Angry Orchard Green Apple 1/16C,Cider,Single,,9,0,1,0,,
,NEW YORK MANHATTAN,39253,1820025584S,Best Damn Apple Ale 1/16C,Specialty,Single,,9,0,1,0,,
,NEW YORK MANHATTAN,39253,68174541116S,Blue Point Toasted Lager 1/16C,Micro,Single,,9,0,1,0,,
,NEW YORK MANHATTAN,39253,1820025828S,Bud Light Lime Rita Splash Stbry 1/16C,FMB,Single,,9,0,1,0,,
,NEW YORK MANHATTAN,39253,88715100238,Coney Island Hard Root Beer 1/16C,Micro,Single,,9,0,1,0,,
,NEW YORK MANHATTAN,39253,3410098924S,Henrys Hard Soda Ginger Ale 1/16C,Specialty,Single,,9,0,1,0,,
,NEW YORK MANHATTAN,39253,3410098920S,Henrys Hard Soda Orange Ale 1/16C,Specialty,Single,,9,0,1,0,,
,NEW YORK MANHATTAN,39253,1820025010,Michelob Ultra 1/25C,Specialty,Single,,8,0,1,0,,
,NEW YORK MANHATTAN,39253,63598524985,Mikes HARDER Cranberry Lemonade 1/23.5C,FMB,Single,,8,0,1,0,Delete,
,NEW YORK MANHATTAN,39253,63598524583,Mikes HARDER Lemonade 1/23.5C,FMB,Single,,8,0,1,0,Delete,
,NEW YORK MANHATTAN,39253,9200000242S,Small Town Not Your Fathers RtBr 1/16C,Micro,Single,,9,0,1,0,Delete,
,NEW YORK MANHATTAN,39253,8200077678,Smirnoff Ice Spiked HurricanePun 8.0 pct 1/16C,FMB,Single,,9,0,1,0,Delete,
,NEW YORK MANHATTAN,39253,8200077688,Smirnoff Ice Spiked Original 8.0 pct 1/16C,FMB,Single,,9,0,1,0,Delete,
,NEW YORK MANHATTAN,39253,8769200315,Twisted Tea Bourbon Barrel 1/24C,FMB,Single,,8,0,1,0,Delete,
