"","Other Ranks ","","","..","","","1 310","","","1 320","","","","1 330","","","1 430","","","","1 540","","","1 880","","","2 070","","","2 160","","","","2 260",""
"","","Under 18","","..","","..","-","","-","-","","-","","-","","-","-","","-","","-","","-","-","","-","-","","-","-","","-","","-","-"
"","","18 and 19","","..","","..","0 010","","1.1","0 020","","1.3","","0 010","","0.5","0 010","","0.5","","0 020","","1.1","0 030","","1.4","0 030","","1.6","0 030","r","1.2","r","0 020","0.9"
"","","20-24","","..","","..","0 130","","9.8","0 120","","9.2","","0 120","","8.7","0 120","","8.7","","0 120","","7.8","0 160","","8.4","0 180","","8.7","0 180","","8.6","r","0 180","8.0"
"","","25-29","","..","","..","0 130","","10.2","0 140","","10.7","","0 150","","11.6","0 170","","11.7","","0 190","","12.5","0 250","","13.4","0 280","","13.4","0 290","","13.5","","0 300","13.2"
"","","30-34","","..","","..","0 150","","11.8","0 150","","11.7","","0 150","","11.1","0 150","","10.5","","0 180","","11.3","0 200","","10.9","0 250","","12.1","0 260","","12.1","r","0 290","12.6"
"","","35-39","","..","","..","0 130","","10.0","0 130","","9.7","","0 140","","10.2","0 160","","11.0","","0 170","","11.1","0 220","","11.7","0 250","","12.0","0 270","r","12.3","r","0 280","12.5"
"","","40-44","","..","","..","0 210","","16.2","0 220","","16.6","","0 210","","15.9","0 210","","14.4","","0 200","","12.9","0 250","","13.2","0 240","","11.7","0 260","","12.2","r","0 280","12.1"
"","","45-49","","..","","..","0 280","","21.2","0 270","","20.1","","0 280","","20.9","0 320","","22.4","","0 340","","21.9","0 400","","21.0","0 430","","20.7","0 420","r","19.3","r","0 420","18.3"
"","","50-54","","..","","..","0 180","","13.9","0 200","","14.8","","0 200","","15.0","0 200","","13.6","","0 210","","13.5","0 250","","13.2","0 270","","13.0","0 290","r","13.6","r","0 320","14.3"
"","","55-59","","..","","..","0 070","","5.6","0 070","","5.5","","0 080","","5.7","0 090","","6.4","","0 110","","6.9","0 110","","5.9","0 120","","5.6","0 130","r","5.8","r","0 150","6.8"
"","","60 and over","","..","","..","~","","-","~","r","-","","0 010","","0.5","0 010","","1.0","","0 020","","1.0","0 020","","1.0","0 020","","1.2","0 030","","1.3","r","0 030","1.3"
"","Average Age","","","..","","","0 039","r","","0 039","","","","0 040","","","0 040","r","","","0 040","","","0 039","r","","0 039","","","0 039","r","","","0 039",""
"1.","Age is as at last birthday ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.","Averages are the mean age in years. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.","Average ages have been revised due to a processing error which affected the whole time series. In addition to this, April 2013, 2014 and 2016  strengths by age category have been revised  due to over reporting age by up to 6 months.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
