"","United Kingdom","","0.68","0.69","0.71","0.72","0.75","0.78","0.82","E   0.82","E   0.94",""
"","United States","","0.74","0.75","0.75","0.75","0.75","0.75","0.76","0.79","",""
"","Non-OECD economies","","","","","","","","","","",""
"","·  Bulgaria","","1.5","1.55","1.57","1.59","B   1.8","1.84","1.85","1.93","",""
"","·  Croatia","","1.2","1.19","1.28","1.27","1.32","1.37","1.47","1.59","",""
"","·  Cyprus","","1.18","1.22","1.22","1.29","1.43","1.52","1.61","1.67","",""
"","·  Romania","","1.06","1.1","1.15","1.22","1.31","1.38","1.49","1.59","",""
"","Health profession: Surgical group of specialists","","","","","","","","","","",""
"","Australia","","E   0.63","E   0.65","E   0.65","E   0.67","E   0.67","E   0.69","E   0.7","E   0.7","",""
"","Austria","","1.01","0.99","1.01","","1.05","1.08","1.11","1.12","1.15",""
"","Belgium","","0.58","0.59","0.6","0.61","0.62","0.63","0.64","0.64","",""
"","Canada","","0.42","0.42","0.42","0.43","0.43","0.42","0.43","P   0.43","",""
"","Chile","","0.39","0.39","0.43","0.45","0.47","0.51","0.53","0.55","0.55",""
"","Colombia","","E   0.18","E   0.19","E   0.19","E   0.2","E   0.2","E   0.21","","","",""
"","Czechia","","","","","","EB   1.07","E   1.1","E   1.14","EB   1","",""
"","Denmark","","0.63","0.63","0.64","0.64","0.65","0.66","0.67","","",""
"","Estonia","","0.82","0.84","0.85","0.84","0.83","0.85","0.82","0.83","",""
"","Finland","","0.44","0.45","0.46","0.46","0.47","0.49","0.49","","",""
"","France","","0.46","0.47","0.47","0.47","0.48","0.48","0.49","0.49","",""
"","Germany","","1.15","1.16","1.18","1.2","1.22","1.23","1.25","1.25","",""
"","Greece","","1.35","1.4","1.32","1.44","1.38","1.42","E   1.48","E   1.52","",""
"","Hungary","","","","0.68","0.7","0.72","B   0.67","0.71","0.75","",""
"","Iceland","","0.71","B   0.8","0.76","0.73","0.74","0.75","0.76","0.78","0.79",""
"","Ireland","","0.42","0.46","0.47","0.47","0.45","0.49","0.59","D   0.24","E   0.56",""
"","Israel","","0.6","0.6","0.61","0.62","0.63","0.65","0.67","0.68","",""
"","Italy","","0.95","1","1.01","1","1.02","0.99","1.04","1.09","",""
"","Korea","","0.62","0.63","0.65","0.66","0.68","0.69","0.71","0.72","",""
"","Latvia","","0.7","0.69","0.7","0.72","0.72","0.72","0.72","0.75","",""
"","Lithuania","","1.04","1.07","1.07","1.11","1.11","1.13","1.12","1.12","",""
"","Luxembourg","","0.64","0.64","0.68","","","","","","",""
"","Mexico","","0.16","0.15","0.16","0.16","0.17","0.16","0.16","0.17","",""
"","Netherlands","","0.41","0.41","0.42","0.42","0.42","0.43","0.44","0.44","",""
"","New Zealand","","EB   0.64","E   0.67","E   0.68","E   0.71","E   0.75","EB   0.83","E   0.86","E   0.88","E   0.91",""
"","Norway","","B   0.47","0.48","0.51","0.51","0.53","0.54","0.55","0.58","0.59",""
"","Poland","","0.56","0.58","0.54","0.52","B   0.7","0.71","0.74","0.78","",""
"","Portugal","","0.69","0.71","0.73","0.76","0.77","0.79","0.8","0.82","",""
"","Slovenia","","D   0.56","D   0.59","D   0.62","D   0.67","D   0.71","D   0.73","D   0.74","D   0.78","",""
"","Spain","","D   0.95","D   0.97","D   0.96","D   0.98","D   0.99","D   1","D   1.04","DP   1.07","",""
"","Sweden","","0.66","0.66","0.67","0.68","0.66","0.67","0.69","","",""
"","Switzerland","","0.78","0.8","0.82","0.83","0.84","0.85","0.86","0.88","",""
"","Türkiye","","0.42","0.43","0.44","B   0.44","0.45","0.48","0.51","0.54","",""
"","United Kingdom","","0.79","0.79","0.81","0.82","0.86","0.9","0.93","E   0.94","E   0.98",""
"","United States","","0.39","0.39","0.39","0.39","0.4","0.4","0.4","0.4","",""
"","Non-OECD economies","","","","","","","","","","",""
"","·  Bulgaria","","B   1.12","1.08","1.17","1.18","B   1.18","1.2","1.21","1.26","",""
"","·  Croatia","","0.68","0.68","0.71","0.73","0.75","0.77","0.82","0.86","",""
"","·  Cyprus","","0.95","1.03","1.07","1.11","1.22","1.32","1.39","1.44","",""
"","·  Romania","","0.55","0.57","0.59","0.63","0.67","0.7","0.74","0.76","",""
"","Health profession: Other specialists not elsewhere classified","","","","","","","","","","",""
"","Australia","","E   0.2","E   0.22","E   0.22","E   0.22","E   0.22","E   0.23","E   0.25","E   0.28","",""
"","Austria","","0.01","0.03","0.01","","0.01","0.01","0.01","0.01","0.01",""
"","Canada","","0.02","0.02","0.02","0.02","0.02","0.02","0.02","P   0.02","",""
"","Chile","","0.03","0.06","0.11","0.09","0.11","0.1","0.1","0.18","0.08",""
"","Colombia","","E   0.03","E   0.03","E   0.03","E   0.04","E   0.04","E   0.04","","","",""
"","Czechia","","","","","","EB   0.03","E   0.03","E   0.05","EB   0.02","",""
"","Denmark","","0.02","0.02","0.02","0.03","0.03","0.04","0.04","","",""
"","Estonia","","0","0","0","0","0","0","0","0","",""
"","Finland","","0.66","0.68","0.71","0.71","0.7","0.73","0.69","","",""
"","France","","0.03","0.03","0.03","0.04","0.04","0.04","0.05","0.06","",""
"","Germany","","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","",""
"","Greece","","0.06","0.06","0.05","0.05","0.05","0.05","0.05","E   0.05","",""
"","Hungary","","","","0.12","0.11","0.11","B   0.09","0.1","0.1","",""
"","Iceland","","0","0","0","0","0","0","0","0","0",""
"","Ireland","","0.01","0.01","0.01","0.01","0.04","0.01","0.02","D   0.51","E   0.01",""
"","Italy","","0","0","0","0","0","0","0","0","",""
"","Korea","","0.1","0.1","0.11","0.11","0.12","0.12","0.13","0.13","",""
"","Latvia","","0.37","0.37","0.37","0.4","B   0.31","0.34","0.35","0.33","",""
"","Lithuania","","0.06","0.06","0.06","0.06","0.06","0.05","0.05","0.04","",""
"","Luxembourg","","0","0","0","","","","","","",""
"","Mexico","","0.2","0.21","0.21","0.22","0.22","0.23","0.28","0.34","",""
"","Netherlands","","0.21","0.21","0.21","0.22","0.22","0.23","0.23","0.23","",""
"","New Zealand","","EB   0","E   0.01","E   0.03","E   0.01","E   0.05","EB   0","E   0","E   0","E   0",""
"","Norway","","B   0.04","0.04","0.07","0.07","0.07","0.08","0.08","0.09","0.1",""
"","Poland","","0.01","0.01","0.01","0.01","B   0.05","0.05","0.05","0.02","",""
"","Portugal","","0.07","0.07","0.07","0.08","0.08","0.08","0.08","0.09","",""
"","Slovenia","","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.03","",""
"","Spain","","D   0.01","D   0.01","D   0.01","BD   0.02","D   0.02","D   0.02","D   0.02","DP   0.02","",""
"","Sweden","","0.12","0.11","0.1","0.1","0.09","0.09","0.09","","",""
"","Switzerland","","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","",""
"","Türkiye","","0.06","0.06","0.06","B   0.04","0.04","0.05","0.05","0.05","",""
"","United Kingdom","","0.1","0.09","0.09","0.1","0.1","0.1","0.11","E   0.12","E   0.1",""
"","United States","","0.6","0.61","0.62","0.62","0.64","0.64","0.66","0.66","",""
"","Non-OECD economies","","","","","","","","","","",""
"","·  Bulgaria","","0.2","0.23","0.22","0.22","B   0.06","0.05","0.05","0.04","",""
"","·  Croatia","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","",""
"","·  Cyprus","","0","0","0","0","0","0","0","0","",""
"","·  Romania","","0.03","0.03","0.03","0.03","B   0.02","0.02","0.02","0.02","",""
"","Health profession: Medical doctors not further defined","","","","","","","","","","",""
"","Australia","","E   0.22","E   0.23","E   0.25","E   0.28","E   0.28","E   0.27","E   0.29","E   0.36","",""
"","Austria","","0.73","B   0.82","0.87","","0.9","0.9","0.92","0.95","0.99",""
"","Belgium","","0.04","0.04","0.04","0.05","0.04","0.04","0.05","0.05","",""
"","Canada","","0","0","0","0","0","0","0","0","",""
"","Czechia","","","","","","E   0.14","E   0.12","E   0.16","EB   0.25","",""
"","Denmark","","1.39","1.44","1.51","1.57","1.59","1.69","1.76","","",""
"","Estonia","","0","0","0","0","0","0","0","0","",""
"","Finland","","0.02","0.02","0.02","0.02","0.03","0.03","0.04","","",""
"","Germany","","0","0","0","0","0","0","0","0","",""
"","Greece","","0.73","0.8","0.68","0.56","0.68","0.71","0.72","0.83","",""
"","Hungary","","","","0.01","0.01","0.01","B   0.01","0.01","0.01","",""
"","Iceland","","1.01","B   0.78","0.95","1","1.03","1.49","1.58","1.58","1.67",""
"","Ireland","","0.01","0.01","0.01","0","0.01","0","0","D   0.03","E   0",""
"","Korea","","0","0","0","0","0","0","0","0","",""
"","Latvia","","0","0","0","0","0","0","0","0","",""
"","Lithuania","","0","0","0","0","0","0","0","0","",""
"","Luxembourg","","0","0","0","","","","","","",""
"","Netherlands","","0","0","0","0","0","0","0","0","",""
"","New Zealand","","EB   0.09","E   0.09","E   0.08","E   0.09","E   0.05","EB   0.06","E   0.06","E   0.06","E   0.06",""
"","Norway","","B   1.61","1.67","1.66","1.71","1.74","1.77","1.8","1.82","1.81",""
"","Poland","","0","0","0","0","0","0","0","0","",""
"","Slovenia","","0.09","0.15","0.12","0.08","0.1","0.09","0.1","0.04","",""
"","Sweden","","1.28","1.34","1.38","1.42","1.45","1.5","1.52","","",""
"","Switzerland","","0.59","0.6","0.6","0.59","0.59","0.58","0.58","0.58","",""
"","Non-OECD economies","","","","","","","","","","",""
"","·  Bulgaria","","0","0","0","0","0","0","0","0","",""
"","·  Croatia","","0","0","0","0","0","0","0","0","",""
"","·  Cyprus","","0","0","0","0","0","0","0","0","",""
"","·  Romania","","0","0","0","0","0","0","0","0","",""
"","","","","","","","","","","","",""
"","© Terms & conditions ","","","","","","","","","","","Physicians by categories"
