"code","description","","price €"," DISCOUNTED PRICE","","QUANTITY"
"A-CCUCR-425","SPARE CAST. SLEEVE FOR GOLD","ALLOY BASE, PREMIUM D.4.25 MM","25.00","","",""
"A-CCUCR-500","SPARE CAST. SLEEVE FOR GOLD","ALLOY BASE, PREMIUM D.5.00 MM","25.00","","",""
"A-UCR-330","CAST. NON REP. POST WITH GOLD","BASE, PREMIUM D.3.30 MM","178.00","","",""
"A-UCR-330-EX","CASTABLE REP. POST WITH GOLD","BASE, PREMIUM D.3.30 MM","178.00","","",""
"A-UCR-380","CAST. NON REP. POST WITH GOLD","BASE, PREMIUM D.3.80 MM","178.00","","",""
"A-UCR-380-EX","CASTABLE REP. POST WITH GOLD","BASE, PREMIUM D.3.80 MM","178.00","","",""
"A-UCR-425","CAST. NON REP. POST WITH GOLD","BASE, PREMIUM D.4.25 MM","195.00","","",""
"A-UCR-425-EX","CASTABLE REP. POST WITH GOLD","BASE, PREMIUM D.4.25 MM","195.00","","",""
"A-UCR-500","CAST. NON REP. POST WITH GOLD","BASE, PREMIUM D.5.00 MM","195.00","","",""
"A-UCR-500-EX","CASTABLE REP. POST WITH GOLD","BASE, PREMIUM D.5.00 MM","195.00","","",""
"A-UCRCO-330","CAST. NON REP. POST WITH CRCO","BASE, PREMIUM D.3,30 MM","72.00","28.8","","10"
"A-UCRCO-330-EX","CASTABLE REP. POST WITH CRCO","BASE, PREMIUM D.3.30 MM","72.00","","",""
"A-UCRCO-380","CAST. NON REP. POST WITH CRCO","BASE, PREMIUM D.3,80 MM","72.00","","",""
"A-UCRCO-380-EX","CASTABLE REP. POST WITH CRCO","BASE, PREMIUM D.3.80 MM","72.00","","",""
"A-UCRCO-425","CAST. NON REP. POST WITH CRCO","BASE, PREMIUM D.4.25 MM","72.00","28.8","","10"
"A-UCRCO-425-EX","CASTABLE REP. POST WITH CRCO","BASE, PREMIUM D.4,25 MM","72.00","","",""
"A-UCRCO-500","CAST. NON REP. POST WITH CRCO","BASE, PREMIUM D.5,00 MM","72.00","","",""
"A-UCRCO-500-EX","CASTABLE REP. POST WITH CRCO","BASE, PREMIUM D.5,00 MM","72.00","","",""
"A-UCTR-330-EX","CAST.REP. POST WITH TITANIUM","BASE, PREMIUM D.3.30 MM","60.50","24.2","","20"
"A-UCTR-380-EX","CAST.REP. POST WITH TITANIUM","BASE, PREMIUM D.3.80 MM","60.50","","",""
"A-UCTR-425-EX","CAST.REP. POST WITH TITANIUM","BASE, PREMIUM D.4.25 MM","60.50","24.2","","20"
"A-UCTR-500-EX","CAST.REP. POST WITH TITANIUM","BASE, PREMIUM D.5,00 MM","60.50","","",""
"","","","","","","60"
"P-PRE-MADE POST ANGLED CONO WELD","","","","","",""
"A-MA05-TS-EX230","PRE-MADE POST ANGLED PREMIUM","5GR., HEX 2,30, WELD. TECHN.","86.00","","",""
"A-MA05-TS-EX250","PRE-MADE POST ANGLED PREMIUM","5GR., HEX 2,50, WELD. TECHN.","86.00","","",""
"A-MA10-TS-EX230","PRE-MADE POST ANGLED PREMIUM","10GR., HEX 2,30, WELD. TECHN.","86.00","","",""
"A-MA10-TS-EX250","PRE-MADE POST ANGLED PREMIUM","10GR., HEX 2,50, WELD. TECHN.","86.00","","",""
"A-MA15-TS-EX230","PRE-MADE POST ANGLED PREMIUM","15GR., HEX 2,30, WELD. TECHN.","86.00","","",""
"A-MA15-TS-EX250","PRE-MADE POST ANGLED PREMIUM","15GR., HEX 2,50, WELD. TECHN.","86.00","","",""
"A-MD-TS-EX230-05","PRE-MADE POST STRAIGHT PREMIUM ","H0,5 MM, HEX2,30, WELD. TECHN.","69.00","","",""
"A-MD-TS-EX230-1","PRE-MADE POST STRAIGHT PREMIUM ","H 1 MM, HEX2,30, WELD. TECHN.","69.00","","",""
"A-MD-TS-EX230-2","PRE-MADE POST STRAIGHT PREMIUM ","H 2 MM, HEX2,30, WELD. TECHN.","69.00","","",""
"A-MD-TS-EX230-3","PRE-MADE POST STRAIGHT PREMIUM ","H 3 MM, HEX2,30, WELD. TECHN.","69.00","","",""
"A-MD-TS-EX230-5","PRE-MADE POST STRAIGHT PREMIUM ","H 5 MM, HEX2,30, WELD. TECHN.","69.00","","",""
"A-MD-TS-EX250-05","PRE-MADE POST STRAIGHT PREMIUM ","H0,5 MM, HEX2,50, WELD. TECHN.","69.00","","",""
"A-MD-TS-EX250-1","PRE-MADE POST STRAIGHT PREMIUM ","H 1 MM, HEX2,50, WELD. TECHN.","69.00","","",""
"A-MD-TS-EX250-2","PRE-MADE POST STRAIGHT PREMIUM ","H 2 MM, HEX2,50, WELD. TECHN.","69.00","","",""
"A-MD-TS-EX250-3","PRE-MADE POST STRAIGHT PREMIUM ","H 3 MM, HEX2,50, WELD. TECHN.","69.00","","",""
"A-MD-TS-EX250-5","PRE-MADE POST STRAIGHT PREMIUM ","H 5 MM, HEX2,50, WELD. TECHN.","69.00","","",""
"P-MILLABLE POST","","","","","",""
"A-MF-330","MILLABLE POST, REP.","STRAIGHT PROF.,PREMIUIM 3.30MM","69.00","","",""
"A-MF-380","MILLABLE POST, REP.","STRAIGHT PROF., PREMIUM 3.80MM","69.00","","",""
"A-MFP-330","PRE-ANGLED REP. MILLABLE POST","STRAIGHT PROF., PREMIUM 3.30MM","69.00","","",""
"A-MFPR-330","PRE-ANGLED REP. MILLABLE POST","ANATOMICAL PROF., PREMIUM 3.30","69.00","","",""
"A-MFPR-380","PRE-ANGLED REP. MILLABLE POST","ANATOMICAL PROF., PREMIUM 3.80","69.00","","",""
"A-MFPR-425","PRE-ANGLED REP. MILLABLE POST","ANATOMICAL PROF., PREMIUM 4.25","69.00","","",""
"A-MFPR-500","PRE-ANGLED REP. MILLABLE POST","STRAIGHT PROF., PREMIUM 3.30MM","69.00","","",""
"A-MFR-330","MILLABLE POST, REP.","ANATOMICAL PROF., PREMIUM 3.30","69.00","","",""
"A-MFR-380","MILLABLE POST, REP.","ANATOMICAL PROF., PREMIUM 3.80","69.00","","",""
"A-MFR-425","MILLABLE POST, REP.","ANATOMICAL PROF., PREMIUM 4.25","69.00","","",""
"A-MFR-500","MILLABLE POST, REP.","ANATOMICAL PROF., PREMIUM 5.00","69.00","","",""
"A-MFS-330","MILLABLE REP. POST FOR","SIMPLE TECHNIQUE, PREMIUM 3.30","57.00","","",""
"A-MFS-380","MILLABLE REP. POST FOR","SIMPLE TECHNIQUE, PREMIUM 3.80","57.00","","",""
"A-MFS-425","MILLABLE REP. POST FOR","SIMPLE TECHNIQUE, PREMIUM 4.25","57.00","","",""
"A-MFS-500","MILLABLE REP. POST FOR","SIMPLE TECHNIQUE, PREMIUM 5.00","57.00","","",""
"A-MFTI-380","MILLABLE REP. POST FOR","INTERCEPT. TECH.,PREMIUM 3.80","69.00","","",""
"A-MFTI-425","MILLABLE REP. POST FOR","INTERCEPT. TECH.,PREMIUM 4.25","69.00","","",""
"A-MFTI-500","MILLABLE REP. POST FOR","INTERCEPT. TECH.,PREMIUM 5.00","69.00","","",""
"P-ANGLE PRE-MADE POST","","","","","",""
"A-MA15-330","15GR ANGLE PRE-MADE POST, REP.","STRAIGHT PROF., PREMIUM D.3.30","77.50","31.00","","20"
"A-MAR15-330","15GR ANGLE PRE-MADE POST, REP.","ANAT. PROF., PREMIUM D.3.30 MM","77.50","31.00","","20"
"A-MAR15-380","15GR ANGLE PRE-MADE POST, REP.","ANAT. PROF., PREMIUM D.3.80 MM","77.50","31.00","","20"
"A-MAR15-425","15GR ANGLE PRE-MADE POST, REP.","ANAT. PROF., PREMIUM D.4.25 MM","77.50","31.00","","20"
"A-MAR15-500","15GR ANGLE PRE-MADE POST, REP.","ANAT. PROF., PREMIUM D.5.00 MM","77.50","31.00","","20"
"A-MAR25-380","25GR ANGLE PRE-MADE POST, REP.","ANAT. PROF., PREMIUM 3.80 MM","77.50","31.00","","20"
"A-MAR25-425","25GR ANGLE PRE-MADE POST, REP.","ANAT. PROF., PREMIUM 4.25 MM","77.50","31.00","","20"
"A-MD-330-1","PRE-MADE REP. POST STRAIGHT","PROF., H1 MM, PREMIUM D.3.30MM","69.00","27.60","","20"
"A-MD-330-2","PRE-MADE REP. POST STRAIGHT","PROF., H2 MM, PREMIUM D.3.30MM","69.00","","",""
"A-MD-330-4","PRE-MADE REP. POST STRAIGHT","PROF., H4 MM, PREMIUM D.3.30MM","69.00","","",""
"A-MD-380-1","PRE-MADE REP. POST STRAIGHT","PROF., H1 MM, PREMIUM D.3.80MM","69.00","","",""
"A-MD-380-2","PRE-MADE REP. POST STRAIGHT","PROF., H2 MM, PREMIUM D.3.80MM","69.00","","",""
"A-MD-380-4","PRE-MADE REP. POST STRAIGHT","PROF., H4 MM, PREMIUM D.3.80MM","69.00","","",""
"A-MDAD-330","SOLID ONE-PIECE ABUTMENT","PREMIUM D. 3.30 MM","69.00","27.60","","20"
"A-MDAD-380","SOLID ONE-PIECE ABUTMENT","PREMIUM D. 3.80 MM","69.00","27.60","","20"
"A-MDAD-425","SOLID ONE-PIECE ABUTMENT","PREMIUM D. 4.25 MM","69.00","27.60","","20"
"A-MDAD-500","SOLID ONE-PIECE ABUTMENT","PREMIUM D. 5.00 MM","69.00","27.60","","20"
"A-MDR-330-1","PRE-MADE REP. POST ANATOMICAL","PROF., H1 MM, PREMIUM D.3.30MM","69.00","27.60","","20"
"A-MDR-330-2","PRE-MADE REP. POST ANATOMICAL","PROF., H2 MM, PREMIUM D.3.30MM","69.00","27.60","","30"
"A-MDR-330-4","PRE-MADE REP. POST ANATOMICAL","PROF., H4 MM, PREMIUM D.3.30MM","69.00","27.60","","10"
"A-MDR-380-1","PRE-MADE REP. POST ANATOMICAL","PROF., H1 MM, PREMIUM D.3.80MM","69.00","27.60","","20"
"A-MDR-380-2","PRE-MADE REP. POST ANATOMICAL","PROF., H2 MM, PREMIUM D.3.80MM","69.00","27.60","","30"
"A-MDR-380-4","PRE-MADE REP. POST ANATOMICAL","PROF., H4 MM, PREMIUM D.3.80MM","69.00","27.60","","10"
"A-MDR-425-1","PRE-MADE REP. POST ANATOMICAL","PROF., H1 MM, PREMIUM D.4.25MM","69.00","27.60","","20"
"A-MDR-425-2","PRE-MADE REP. POST ANATOMICAL","PROF., H2 MM, PREMIUM D.4.25MM","69.00","27.60","","30"
"A-MDR-425-4","PRE-MADE REP. POST ANATOMICAL","PROF., H4 MM, PREMIUM D.4.25MM","69.00","27.60","","20"
"A-MDR-500-1","PRE-MADE REP. POST ANATOMICAL","PROF., H1 MM, PREMIUM D.5.00MM","69.00","","",""
"A-MDR-500-2","PRE-MADE REP. POST ANATOMICAL","PROF., H2 MM, PREMIUM D.5.00MM","69.00","","",""
"A-MDR-500-4","PRE-MADE REP. POST ANATOMICAL","PROF., H4 MM, PREMIUM D.5.00MM","69.00","","",""
"","","","","","","430"
"P-CASTABLE","","","","","",""
"A-CC-330","CASTABLE NON REP.POST STRAIGHT","PROF., PREMIUM D.3.30 MM","36.00","","","25"
"A-CC-330-EX","CASTABLE REP.POST STRAIGHT","PROF., PREMIUM D.3.30 MM","36.00","","",""
"A-CC-380","CASTABLE NON REP.POST STRAIGHT","PROF., PREMIUM D.3.80 MM","36.00","","",""
"A-CC-380-EX","CASTABLE REP.POST STRAIGHT","PROF., PREMIUM D.3.80 MM","36.00","","",""
"A-CCR-330","CASTABLE NON REP.POST ANAT.","PROF., PREMIUM D.3.30 MM","36.00","","","25"
"A-CCR-330-EX","CASTABLE REP.POST ANATOMICAL","PROF., PREMIUM D.3.30 MM","36.00","","",""
"A-CCR-380","CASTABLE NON REP.POST ANAT.","PROF., PREMIUM D.3.80 MM","36.00","","",""
"A-CCR-380-EX","CASTABLE REP.POST ANATOMICAL","PROF., PREMIUM D.3.80 MM","36.00","","",""
"A-CCR-425","CASTABLE NON REP.POST ANAT.","PROF., PREMIUM D.4.25 MM","36.00","","","50"
"A-CCR-425-EX","CASTABLE REP.POST ANATOMICAL","PROF., PREMIUM D.4.25 MM","36.00","","",""
"A-CCR-500","CASTABLE NON REP.POST ANAT.","PROF., PREMIUM D.5.00 MM","36.00","","",""
"A-CCR-500-EX","CASTABLE REP.POST ANATOMICAL","PROF., PREMIUM D.5.00 MM","36.00","","",""
"","","","","14.4","","100"
"S-SLEEVE, ANALOGUE, SCREW for ABUTMENT transfer","","","","","",""
"A-ANABU-330","ANALOGUE FOR ABUTMENT","PREMIUM D.3.30 MM","24.00","","",""
"A-ANABU-380","ANALOGUE FOR ABUTMENT","PREMIUM D.3.80 MM","24.00","","",""
"A-ANABU-425","ANALOGUE FOR ABUTMENT","PREMIUM D.4.25 MM","24.00","","",""
"A-CCABU-330-ROT","SPARE CAST. SLEEVE FOR","NON REP.ABUT.,PREMIUM 3.30 MM","25.00","","",""
"A-CCABU-380-ROT","SPARE CAST. SLEEVE FOR","NON REP.ABUT., PREMIUM 3.80 MM","25.00","","",""
"A-CCABU-425-ROT","SPARE CAST. SLEEVE FOR","NON REP.ABUT., PREMIUM  4.25 MM","25.00","","",""
"A-CCABU-500-ROT","SPARE CAST. SLEEVE FOR","NON REP.ABUT., PREMIUM  5.00 MM","25.00","","",""
"A-CTABU-380-ROT","TITANIUM  SLEEVE FOR NON REP.","ABUTMENT, PREMIUM  D.3.80 MM","32.50","","",""
"A-CTABU-425-ROT","TITANIUM  SLEEVE FOR NON REP.","ABUTMENT, PREMIUM  D.4.25 MM","32.50","","",""
"A-TRABU-330","OPEN TRAY TRANSFER FOR ABUT.","PREMIUM D.3.30 MM","31.00","","",""
"A-TRABU-380","OPEN TRAY TRANSFER FOR ABUT.","PREMIUM  D.3.80 MM","31.00","","",""
"A-TRABU-425","OPEN TRAY TRANSFER FOR ABUT.","PREMIUM  D.4.25 MM","31.00","","",""
"A-VABU-180","ABUTMENT SCREW M1.8","PREMIUM  D.3.30/3.80 MM","18.00","","",""
"A-VABU-200","ABUTMENT SCREW M2","PREMIUM  D.4.25/5.00 MM","18.00","","",""
"A-VTRABU-180","SCREW FOR ABUTMENT TRANSFER","M1.8, PREMIUM D.3.30/3.80 MM","14.50","","",""
"A-VTRABU-200","SCREW FOR ABUTMENT TRANSFER","M2, PREMIUM  D.4,25/5,00 MM","14.50","","",""
"S-SLEEVE, ANALOGUE, SCREW for PLAIN ABUTMENT ","","","","","",""
"A-PLAIN-ANA","ANALOGUE FOR PLAIN ABUTMENT","","24.00","","",""
"A-PLAIN-CC330","CASTABLE SLEEVE FOR PLAIN","ABUTMENT, PREMIUM D.3.30 MM","25.00","","",""
"A-PLAIN-CC380","CASTABLE SLEEVE FOR PLAIN","ABUTMENT, PREMIUM D.3.80 MM","25.00","","",""
"A-PLAIN-CC425","CASTABLE SLEEVE FOR PLAIN","ABUTMENT, PREMIUM D.4.25 MM","25.00","","",""
"A-PLAIN-CC500","CASTABLE SLEEVE FOR PLAIN","ABUTMENT, PREMIUM D.5.00 MM","25.00","","",""
"A-PLAIN-CG330","HEALING CAP FOR PLAIN ABUTMENT","PREMIUM D.3.30 MM","24.50","","",""
"A-PLAIN-CG380","HEALING CAP FOR PLAIN ABUTMENT","PREMIUM D.3.80 MM","24.50","","",""
"A-PLAIN-CG425","HEALING CAP FOR PLAIN ABUTMENT","PREMIUM D.4.25 MM","24.50","","",""
"A-PLAIN-CG500","HEALING CAP FOR PLAIN ABUTMENT","PREMIUM D.5.00 MM","24.50","","",""
"A-PLAIN-TRA","OPEN TRAY TRANSFER","FOR PLAIN ABUTMENT","31.00","","",""
"A-PLAIN-VP200","ABUTMENT PLAIN SCREW M2","PREMIUM ","18.00","","",""
"A-PLAIN-VP200-10","ABUTMENT PLAIN SCREWS M2","PREMIUM (10 PCS)","114.00","","",""
"A-PLAIN-VTRA200","TRANSFER SCREW M2 FOR","ABUTMENT PLAIN, PREMIUM ","14.50","","",""
"S-SLEEVE, ANALOGUE, SCREW for LOCATOR","","","","","",""
"8505","LOCATOR IMPRESSION COPING","(4 PCS)","63.00","","",""
"8514","LOCATOR WHITE BLOCK-OUT SPACER","(20 PACK)","16.00","","",""
"8515","LOCATOR BLACK PROCESSING","REPLACEMENT MALE (4 PCS)","21.00","","",""
"8517","LOCATOR PARALLEL POST (4 PCS)","-","16.00","","",""
"8519-2","LOCATOR MALE PROCESSING PACK.","DIFFERENT GRIP (2 PCS)","54.00","21.60","","5"
"8524","LOCATOR REPLACEMENT MALE,","CLEAR - 4 PCS","21.00","","",""
"8527","LOCATOR LIGHT RETENTION MALE,","PINK (4 PCS)","21.00","","",""
"8529","LOCATOR EXTRA LIGHT RETENTION","MALE, BLUE (4 PCS)","21.00","","",""
"8530","LOCATOR FEMALE ANALOG (D.4 MM)","(4 PCS)","63.00","","",""
"8540-2","LOCATOR MALE PROCESSING PACK.","NO PARALLEL (2 PCS)","58.00","","",""
"8547","LOCATOR EXTEND.RANGE RETENTION","MALE, GREEN (4 PCS)","21.00","","",""
"8548","LOCATOR EXTRA LIGHT RETENTION","EXTEND.RANGE MALE, RED (4 PCS)","21.00","","",""
"8550-2","STEEL CAP (2 PCS)","-","58.00","23.20","","5"
"8915","LOCATOR LIGHT RETENTION EXTEND","RANGE MALE, ORANGE (4 PCS)","21.00","","",""
"","","","","","","10"
"S-SLEEVE, ANALOGUE, SCREW for OVERDENTURE","","","","","",""
"99-440044","GOLDEN BOX FOR O-RINGS","KIT OVERDENTURE","59.40","","",""
"99-443034","RED O-RING BALL ATTACHMENTS","D.2,20 MM (12 PCS)","21.60","","",""
"99-443035","WHITE O-RING BALL ATTACHMENTS","D.2,20 MM (12 PCS)","21.60","","",""
"99-443036","BLACK O-RING BALL ATTACHMENTS","D.2,20 MM (12 PCS)","21.60","","",""
"ANAS","ANALOGUE FOR BALL ATTACHMENT","-","23.50","","",""
"AN-CAP-TIT-1","SPARE PLASTIC RING","FOR CAP-TIT","22.50","","",""
"BARC","CASTABLE BAR ROUND PROFILE","-","12.00","4.80","","5"
"BARC-CAV-TIT","CASTABLE BAR, OVOIDAL PROFILE","-","19.90","","",""
"BARL","GOLD BAR ROUND PROFILE","-","98.00","","",""
"CAP-1","GOLD CAP D 2.20 MM","-","45.00","","",""
"CAP-TFL-1","POLYAMIDE CAP BALL ATTACHMENTS","LARGE (D.2,20 MM)","11.50","4.60","","10"
"CAP-TIT-1","TITANIUM CAP FOR STANDARD BALL","D.2,20 MM","50.50","","",""
"CAV-375","GOLD PINS U PROFILE FOR ROUND","BAR D.1,80 MM","45.00","","",""
"CAV-TIT","PIN DIVISIBLE FOR OVOIDAL BAR","-","121.50","","",""
"CONT-CAP-TFL-1","STEEL CAP CONTAINER FOR BALL","ATTACHMENTS D.2,20 MM","15.00","6.00","","10"
"MOL1-CAP-TIT-1","SPARE RETENTION SPRING TIT.CAP","CAP-TIT-1","6.50","","",""
"MOL2-CAP-TIT-1","SPARE SOFT RETENTION SPRING","FOR CAP-TIT-1","6.50","","",""
"","","","","","","25"
"S-SLEEVE, ANALOGUE, SCREW for PAD","","","","","",""
"PAD-ANA","ANALOGUE FOR PAD ABUTMENT","","24.00","","",""
"PAD-CAP","SNAP ON CAP FOR CLOSED TRAY","IMPRESSION ON PAD ABUTMENT","18.00","","",""
"PAD-CAP-EX","POM CAP FOR IMPRESSION TAKING","ON PAD ABUT,RETENTIVE,NON REP.","18.00","","",""
"PAD-CC","PMMA CAST.SLEEVE FOR PAD ABUT.","NON REPOSITIONABLE","25.00","","",""
"PAD-CCEM","PMMA CAST.SLEEVE FOR PAD ABUT.","TO CEMENT ON TITANIUM SLEEVES","18.00","","",""
"PAD-CC-EX","PMMA CAST.SLEEVE FOR PAD ABUT.","REPOSITIONABLE","25.00","","",""
"PAD-CC-LV","CASTABLE CENTERING DEVICE FOR","LE VELE TECHNIQUE","18.00","","",""
"PAD-CG","HEALING CAP FOR","PAD ABUTMENT","29.50","","",""
"PAD-CGP","HEALING PEEK CAP. WITH NARROW","PROFILE, FOR PAD ABUTMENT","29.50","","",""
"PAD-CP","PEEK CAST.SLEEVE FOR PAD ABUT.","NON REPOSITIONABLE","28.80","","",""
"PAD-CP-EX","PEEK CAST.SLEEVE FOR PAD ABUT.","REPOSITIONABLE","28.80","","",""
"PAD-CT","TITANIUM SLEEVE FOR PAD ABUT.","NON REPOSITIONABLE","32.50","","",""
"PAD-CT-EX","TITANIUM SLEEVE FOR PAD ABUT.","REPOSITIONABLE","32.50","","",""
"PAD-CT-LV","TIT. SLEEVE FOR PAD ABUTMENT","LE VELE TECHNIQUE","32.50","","",""
"PAD-LV","COMPLETE PACKAGING FOR","LE VELE TECHNIQUE","62.00","","",""
"PAD-ORING-LV","RUBBER O-RING 3,50x0,90 FOR","LE VELE TECHNIQUE","9.00","","",""
"PAD-TRA","OPEN TRAY TRANSF.FOR PAD ABUT.","NON REPOSITIONABLE","31.50","","",""
"PAD-TRA-EX","OPEN TRAY TRANSF.FOR PAD ABUT.","REPOSITIONABLE","31.50","","",""
"PAD-TR-LV","RETENTIVE TOP FOR","LE VELE TECHNIQUE","18.00","","",""
"PAD-UC","CAST. NON REP. POST WITH GOLD","BASE, PAD ABUT.","145.00","","",""
"PAD-UCRCO","CAST. NON REP. POST WITH CR-CO","BASE, PAD ABUT.","86.00","","",""
"PAD-VM-180","P.A.D. ABUTMENT SCREW M1.8","","15.00","","",""
"PAD-VM-180-10","P.A.D. ABUTMENT SCREWS M1.8","(10 PCS)","95.00","","",""
"PAD-VM-200","P.A.D. ABUTMENT SCREW M2","","15.00","","",""
"PAD-VM-200-10","P.A.D. ABUTMENT SCREWS M2","(10 PCS)","95.00","","",""
"PAD-VP-140","PROSTHETIC SCREW M1.4 FOR","P.A.D. ABUTMENT","18.00","","",""
"PAD-VP-140-10","PROSTHETIC SCREWS M1.4 FOR","P.A.D. ABUTMENT (10 PCS)","114.00","","",""
"PAD-VTRA-140","TRANSFER SCREW M14 FOR P.A.D.","ABUT. (15.5 MM)","18.00","","",""
"PAD-VTRAL-140","TRANSFER SCREW M14 FOR P.A.D.","ABUT. (20.5 MM)","18.00","","",""
"","","","","","",""
"S-SLEEVE, ANALOGUE, SCREW for SCI-BAR","","","","","",""
"5000337","2-IMPLANT KIT","SFI-bar","363.00","","",""
"5000338","4-IMPLANT KIT","SFI-bar","726.00","","",""
"5000344","FEMALE PART ASYMMETRICAL 3 L30","SFI-bar","195.00","","",""
"5000358","FEMALE PART T COMPLETE L47.5","SFI-bar","124.20","","",""
"5000382","TUBE BAR S L20","SFI-bar","63.80","","",""
"5000383","LARGE BALL JOINT S","SFI-bar 4-Implant","114.40","","",""
"5000384","SMALL BALL JOINT S","SFI-bar 4-Implant","101.20","","",""
"5000385","HALF SHELL BALL S","SFI-bar 4-Implant","118.80","","",""
"5000386","FIXATION SCREW S","SFI-bar","66.00","","",""
"5000387","FEMALE PART HOUSING T L47.5","SFI-bar","85.10","","",""
"5000388","RETENTION INSERT G YELLOW","SMOOTH FRICTION - SFI-bar","27.50","","",""
"5000389","RETENTION INSERT G RED","NORMAL FRICTION - SFI-bar","27.50","","",""
"5000390","RETENTION INSERT G GREEN","STRONG FRICTION - SFI-bar","27.50","","",""
"5000668","ADD-ON KIT","SFI-bar","159.00","","",""
"52082","SPACER","SFI-bar","4.40","","",""
"7000036","INSERT POSITIONER","SFI-bar","50.60","","",""
"7000100","GAUGE AID","SFI-bar","25.30","","",""
"7000106","TUBE BAR GAUGE","SFI-bar","37.40","","",""
"7000107","TRANSFER JIG L26 FOR","MASTER MODEL - SFI-bar","33.00","","",""
"7000108","INSTRUMENT SET","SFI-bar","365.20","","",""
"7000111","IMPLANT PLANNER","SFI-bar","66.00","","",""
"7000114","SCREWDRIVER FOR IMPLANTAT","ADAPTER - SFI-bar","34.10","","",""
"7000115","HEX KEY FOR FIXATION SCREW","SFI-bar","34.10","","",""
"70198","ACTIVATOR SET FOR FEMALE PARTS","ELITOR - SFI-bar","45.10","","",""
"70201","DESACTIVATOR MACRO FOR FEMALE","PARTS - ELITOR - SFI-bar","52.80","","",""
"70221","THOMAS SPANNER KEY FOR SCREW","DRIVER AND HEX KEY - SFI-bar","27.50","","",""
"70347","TWEEZERS","SFI-bar","20.90","","",""
"8000101","PREMIUM DISC NO 1","SFI-bar","45.70","","",""
"PREMIUM SURGICAL INSTRUMENTS","","","","","",""
"OTHER INSTRUMENTS","","","","","",""
"8397","LOCATOR MALE REMOVAL (TIP END)","-","30.00","","",""
"8926-SW","SHORT SCREW DRIVER FOR LOCATOR","ABUTMENT","35.00","","",""
"8927-SW","LONG SCREW DRIVER FOR LOCATOR","ABUTMENT","35.00","","",""
"9530","ANGLE MEASUREMENT GUIDE","-","21.00","","",""
"AVV2-CA-DG","HAND DRIVER FOR RIGHT ANGLE","INSTRUMENTS (R.A.)","42.00","","",""
"AVV3-MAN-DG","HAND KNOB FOR DRIVERS, BONE ","TAPS, SCREWDRIVERS, MOUNTERS","49.00","","",""
"AVV-CA-DG-EX","HAND DRIVER FOR R.A. INSTRUM.","WITH HEX FOR TORQUE RATCHET","96.00","","",""
"B-AVV-CA3","RIGHT ANGLE CONNECTOR","","45.50","","",""
"B-CU30H95","WEDGE WITH RECTANGULAR CROSS","SECTION (3x3x9.5 MM)","48.00","","",""
"BPM-15","EXTENSION FOR HAND SCREWDRIVER","BONE TAPS, MOUNTERS, L.13MM","35.50","","",""
"CM2","MOUNTER STOP KEY","","85.50","","",""
"DIM","SURGICAL STENT ","WITH GUIDE HOLES D. 2.40 MM ","27.00","","",""
"MOU-EX230","MOUNTER WITH SCREW FOR PREMIUM","IMPLANTS D.3.30-3.80 MM","30.00","","",""
"MOU-EX250","MOUNTER WITH SCREW FOR PREMIUM","IMPLANTS D.4.25-5.00 MM","30.00","","",""
"ORING180-088","O-RING KIT FOR INSTRUMENTS","WITH HEXAGONAL HEAD (5 PCS)","4.00","","",""
"PAD-CAR","CARRIER FOR ANGLED ABUTMENT","PAD SYSTEM","94.80","","",""
"PP-2/28","PARALLEL PIN","D.2.00/2.80 MM","18.50","","",""
"PPS-2/3","PARALLEL PIN","FOR SHORTY IMPLANT DRILLS","17.00","","",""
"PROF3","DEPTH GAUGE HOLE IMPLANTS","","85.50","","",""
"PROF-CAL2","EXTENSION FOR SURGICAL DRILLS","","63.00","","",""
"Bone expander","","","","","",""
"E-OS-020-PP","ROUND TIP OSTEOTOME D.0.20","FOR OUTLINK2/PREMIUM IMPLANTS","76.50","","",""
"E-OS-090-PP","ROUND TIP OSTEOTOME D.0.90","FOR OUTLINK2/PREMIUM IMPLANTS","72.50","","",""
"E-OS-160-PC","CONCAVE TIP OSTEOTOME D.1.60","FOR OUTLINK2/PREMIUM IMPLANTS","76.50","","",""
"E-OS-200-PC","CONCAVE TIP OSTEOTOME D.2.00","FOR OUTLINK2/PREMIUM IMPLANTS","76.50","","",""
"E-OS-240-PC","CONCAVE TIP OSTEOTOME D.2.40","FOR OUTLINK2/PREMIUM IMPLANTS","76.50","","",""
"Ratchet ","","","","","",""
"CRI5-KIT","TORQUE CONTROLLED RATCHET KIT","10-70 NCM","334.00","","",""
"Driver, hand driver, screwdriver","","","","","",""
"8390","LOCATOR ABUTMENT DRIVER (GOLD","END)","35.00","","",""
"8393","LOCATORE CORE TOOL FOR LOCATOR","ABUTMENT AND CAP","75.00","30","","4"
"AVV2-ABUT","HAND DRIVER FOR ABUTMENT","","43.50","","",""
"AVV-CAP-TIT-1","HAND DRIVER FOR TITANIUM CAP","CAP-TIT-1","67.50","","",""
"BASCC-EX","HAND SCREWDRIVER FOR BALL","ATTACHMENT, FOR RATCHET USE","43.50","","",""
"BC-EX230","NON RETENT. SHORT HAND DRIVER","PREMIUM IMPLANTS D.3.30-3.80MM","31.00","","",""
"BL-EX230","NON RETENT. LONG HAND DRIVER","PREMIUM IMPLANTS D.3.30-3.80MM","31.00","","",""
