"Year","Agent","Close Date","City","State","Zip Code","Volume / Loan Amount","Property Type","Lender","Gross Fee","Referral Fee","Income","PC Commission"
"","Advisor_9","11/23/2011","Oakland","CA","94603"," $ 1,800,000 ","Multifamily","Umpqua Bank"," $ 18,000.00 ","0"," $ 9,000.00 "," $ 9,000.00 "
"","Advisor_9","11/23/2011","San Jose","CA","95112"," $ 1,325,000 ","Multifamily","First Foundation Bank"," $ 13,250.00 "," $ 2,650.00 "," $ 5,300.00 "," $ 5,300.00 "
"","Advisor_5","11/29/2011","San Jose","CA","95112"," $ 1,106,250 ","Multifamily","JPMorgan Chase Bank"," $ 11,062.50 "," $ 2,212.50 "," $ 4,425.00 "," $ 4,425.00 "
"","Advisor_9","11/29/2011","Oakland","CA","94606"," $ 525,000 ","Multifamily","Sterling Savings Bank"," $ 5,250.00 ","0"," $ 2,625.00 "," $ 2,625.00 "
"","Advisor_5","11/30/2011","San Bruno","CA","94066"," $ 620,000 ","Multifamily","JPMorgan Chase Bank"," $ 6,200.00 ","0"," $ 3,100.00 "," $ 3,100.00 "
"","Advisor_9","11/30/2011","San Leandro","CA","94577"," $ 2,663,000 ","Multifamily","JPMorgan Chase Bank"," $ 26,630.00 "," $ 5,326.00 "," $ 10,652.00 "," $ 10,652.00 "
"","Advisor_9","12/02/2011","Oakland","CA","94601"," $ 540,000 ","Multifamily","Umpqua Bank"," $ 5,400.00 "," $ 1,080.00 "," $ 2,160.00 "," $ 2,160.00 "
"","Advisor_9","12/08/2011","Sherman Oaks","CA","91423"," $ 1,200,000 ","Multifamily","JPMorgan Chase Bank"," $ 12,000.00 ","0"," $ 6,000.00 "," $ 6,000.00 "
"","Advisor_8","12/13/2011","San Francisco","CA","94102"," $ 1,143,750 ","Multifamily","JPMorgan Chase Bank"," $ 11,437.50 ","0"," $ 5,718.75 "," $ 5,718.75 "
"","Advisor_9","12/15/2011","Gilroy","CA","92020"," $ 1,730,000 ","Multifamily","Sterling Savings Bank"," $ 17,300.00 "," $ 3,460.00 "," $ 6,920.00 "," $ 6,920.00 "
"","Advisor_5","12/16/2011","San Jose","CA","95112"," $ 1,075,000 ","Multifamily","JPMorgan Chase Bank"," $ 10,750.00 "," $ 2,150.00 "," $ 4,300.00 "," $ 4,300.00 "
"","Advisor_9","12/20/2011","Redwood City","CA","94061"," $ 630,000 ","Multifamily","Sterling Savings Bank"," $ 6,300.00 "," $ 1,260.00 "," $ 2,520.00 "," $ 2,520.00 "
"","Advisor_9","12/22/2011","Oakland","CA","94611"," $ 1,310,000 ","Multifamily","Opus Bank"," $ 11,600.00 ","0"," $ 5,800.00 "," $ 5,800.00 "
"","Advisor_9","12/22/2011","San Francisco","CA","94123"," $ 1,950,000 ","Multifamily","JPMorgan Chase Bank"," $ 19,500.00 ","0"," $ 9,750.00 "," $ 9,750.00 "
"","Advisor_9","12/23/2011","Vallejo","CA","94589"," $ 3,000,000 ","Multifamily","Bank of the West"," $ 30,000.00 ","0"," $ 15,000.00 "," $ 15,000.00 "
"","Advisor_9","12/28/2011","San Jose","CA","95128"," $ 560,000 ","Multifamily","JPMorgan Chase Bank"," $ 5,600.00 ","0"," $ 2,800.00 "," $ 2,800.00 "
"","Advisor_9","12/29/2011","San Jose","CA","95128"," $ 530,000 ","Multifamily","JPMorgan Chase Bank"," $ 5,300.00 ","0"," $ 2,650.00 "," $ 2,650.00 "
"","Advisor_9","12/29/2011","San Francisco","CA","94110"," $ 2,200,000 ","Multifamily","Opus Bank"," $ 22,000.00 "," $ 4,400.00 "," $ 8,800.00 "," $ 8,800.00 "
"2012","Advisor_8","01/01/2012","Mountain View","CA","94041"," $ 500,000 ","Multifamily","Sequoia Bank"," $ 5,000.00 "," $ 1,000.00 "," $ 2,000.00 "," $ 2,000.00 "
"","Advisor_9","01/14/2012","Berkeley","CA","94709"," $ 750,000 ","Multifamily","JPMorgan Chase Bank"," $ 5,250.00 ","0"," $ 2,625.00 "," $ 2,625.00 "
"","Advisor_8","01/20/2012","San Mateo","CA","94401"," $ 1,200,000 ","Commercial","JPMorgan Chase Bank"," $ 9,000.00 ","0"," $ 4,500.00 "," $ 4,500.00 "
"","Advisor_9","01/20/2012","Berkeley","CA","94708"," $ 786,500 ","Multifamily","JPMorgan Chase Bank"," $ 7,865.00 ","0"," $ 3,932.50 "," $ 3,932.50 "
"","Advisor_8","01/25/2012","South Pasadena","CA","91030"," $ 2,325,000 ","Multifamily","JPMorgan Chase Bank"," $ 23,250.00 "," $ 4,650.00 "," $ 9,300.00 "," $ 9,300.00 "
"","Advisor_9","01/31/2012","San Francisco","CA","94115"," $ 1,400,000 ","Multifamily","JPMorgan Chase Bank"," $ 14,000.00 "," $ 2,800.00 "," $ 5,600.00 "," $ 5,600.00 "
"","Advisor_9","02/03/2012","Oakland","CA","94609"," $ 150,000 ","Multifamily","GBC International"," $ 1,500.00 ","0"," $ 750.00 "," $ 750.00 "
"","Advisor_8","02/07/2012","Oakland","CA","94605"," $ 2,500,000 ","Multifamily","Umpqua Bank"," $ 25,000.00 ","0"," $ 12,500.00 "," $ 12,500.00 "
"","Advisor_9","02/07/2012","Berkeley","CA","94704"," $ 760,000 ","Multifamily","Security Financial"," $ 5,700.00 ","0"," $ 2,850.00 "," $ 2,850.00 "
"","Advisor_9","02/09/2012","Salinas","CA","93901"," $ 1,328,000 ","Multifamily","Greystone"," $ 13,280.00 ","0"," $ 6,640.00 "," $ 6,640.00 "
"","Advisor_9","02/09/2012","Watsonville","CA","95076"," $ 2,900,000 ","Mixed Use","Greystone"," $ 29,000.00 ","0"," $ 14,500.00 "," $ 14,500.00 "
"","Advisor_9","02/09/2012","Oakland","CA","94606"," $ 1,060,000 ","Multifamily","First Foundation Bank"," $ 10,600.00 "," $ 2,120.00 "," $ 4,240.00 "," $ 4,240.00 "
"","Advisor_5","02/17/2012","Oakland","CA","94606"," $ 865,100 ","Multifamily","Sterling Savings Bank"," $ 8,651.00 "," $ 1,730.20 "," $ 3,460.40 "," $ 3,460.40 "
"","Advisor_9","02/29/2012","Vallejo","CA","94590"," $ 279,500 ","Multifamily","Security Financial"," $ 2,795.00 ","0"," $ 1,397.50 "," $ 1,397.50 "
"","Advisor_8","03/02/2012","Norwalk","CA","90650"," $ 577,500 ","Multifamily","JPMorgan Chase Bank"," $ 5,775.00 "," $ 1,155.00 "," $ 2,310.00 "," $ 2,310.00 "
"","Advisor_9","03/05/2012","Albany","CA","94706"," $ 792,000 ","Multifamily","JPMorgan Chase Bank"," $ 5,210.00 ","0"," $ 2,605.00 "," $ 2,605.00 "
"","Advisor_9","03/05/2012","Berkeley","CA","94701"," $ 1,610,000 ","Multifamily","JPMorgan Chase Bank"," $ 9,300.00 ","0"," $ 4,650.00 "," $ 4,650.00 "
"","Advisor_9","03/05/2012","Berkeley","CA","94701"," $ 1,275,000 ","Multifamily","JPMorgan Chase Bank"," $ 6,375.00 ","0"," $ 3,187.50 "," $ 3,187.50 "
"","Advisor_9","03/08/2012","Sacramento","CA","95822"," $ 1,050,000 ","Multifamily","JPMorgan Chase Bank"," $ 10,000.00 "," $ 2,000.00 "," $ 4,000.00 "," $ 4,000.00 "
"","Advisor_9","03/15/2012","Berkeley","CA","94703"," $ 1,820,000 ","Multifamily","JPMorgan Chase Bank"," $ 18,200.00 ","0"," $ 9,100.00 "," $ 9,100.00 "
"","Advisor_9","03/21/2012","San Francisco","CA","94117"," $ 1,200,000 ","Multifamily","JPMorgan Chase Bank"," $ 12,000.00 ","0"," $ 6,000.00 "," $ 6,000.00 "
"","Advisor_9","03/29/2012","Covina","CA","91723"," $ 550,000 ","Multifamily","JPMorgan Chase Bank"," $ 5,500.00 ","0"," $ 2,750.00 "," $ 2,750.00 "
"","Advisor_9","03/29/2012","Berkeley","CA","94710"," $ 819,000 ","Multifamily","Sterling Savings Bank"," $ 5,323.50 "," $ 1,064.70 "," $ 2,129.40 "," $ 2,129.40 "
"","Advisor_9","03/29/2012","El Cerrito","CA","94530"," $ 1,885,000 ","Multifamily","JPMorgan Chase Bank"," $ 18,885.00 "," $ 3,777.00 "," $ 7,554.00 "," $ 7,554.00 "
"","Advisor_9","03/29/2012","Oakland","CA","94601"," $ 2,000,000 ","Multifamily","Bank of Guam"," $ 20,000.00 "," $ 5,000.00 "," $ 7,500.00 "," $ 7,500.00 "
"","Advisor_8","04/06/2012","Forestville","CA","95436"," $ 2,660,000 ","Senior Center","Redwood Credit Union Bank"," $ 26,600.00 "," $ 5,320.00 "," $ 10,640.00 "," $ 10,640.00 "
"","Advisor_9","04/06/2012","Santa Clara","CA","95050"," $ 1,000,000 ","Multifamily","Luther Burbank Savings"," $ 10,000.00 "," $ 2,000.00 "," $ 4,000.00 "," $ 4,000.00 "
"","Advisor_9","04/10/2012","Oakland","CA","94611"," $ 750,000 ","Multifamily","JPMorgan Chase Bank"," $ 7,500.00 ","0"," $ 3,750.00 "," $ 3,750.00 "
"","Advisor_9","04/10/2012","Oakland","CA","94610"," $ 1,550,000 ","Multifamily","JPMorgan Chase Bank"," $ 15,500.00 ","0"," $ 7,750.00 "," $ 7,750.00 "
"","Advisor_9","04/18/2012","San Jose","CA","95008"," $ 575,000 ","Multifamily","JPMorgan Chase Bank"," $ 5,750.00 "," $ 1,150.00 "," $ 2,300.00 "," $ 2,300.00 "
"","Advisor_8","04/19/2012","San Francisco","CA","94109"," $ 1,050,000 ","Mixed Use","JPMorgan Chase Bank"," $ 7,875.00 ","0"," $ 3,150.00 "," $ 3,150.00 "
"","Advisor_8","04/19/2012","San Francisco","CA","94109"," $ 1,125,000 ","Mixed Use","Umpqua Bank"," $ 11,250.00 "," $ 2,250.00 "," $ 4,500.00 "," $ 4,500.00 "
"","Advisor_9","04/19/2012","Mountain View","CA","94041"," $ 1,050,000 ","Multifamily","JPMorgan Chase Bank"," $ 10,500.00 "," $ 2,100.00 "," $ 4,200.00 "," $ 4,200.00 "
"","Advisor_9","04/20/2012","Tulsa","OK","74112"," $ 1,071,743 ","NNN","Stanford Federal Credit Union Bank"," $ 10,717.43 ","0"," $ 5,358.72 "," $ 5,358.72 "
"","Advisor_9","04/24/2012","Burlingame","CA","94010"," $ 539,000 ","Multifamily","Sterling Savings Bank"," $ 5,390.00 "," $ 1,078.00 "," $ 2,156.00 "," $ 2,156.00 "
"","Advisor_9","04/26/2012","Oakland","CA","94608"," $ 208,000 ","Multifamily","Security Financial"," $ 2,080.00 ","0"," $ 1,040.00 "," $ 1,040.00 "
"","Advisor_8","04/27/2012","Whittier","CA","90605"," $ 495,000 ","Multifamily","OneWest Bank"," $ 4,950.00 "," $ 990.00 "," $ 1,980.00 "," $ 1,980.00 "
"","Advisor_8","04/27/2012","Whittier","CA","90602"," $ 780,000 ","Multifamily","OneWest Bank"," $ 7,800.00 "," $ 1,560.00 "," $ 3,120.00 "," $ 3,120.00 "
"","Advisor_9","04/27/2012","Oakland","CA","94606"," $ 195,000 ","Multifamily","Security Financial"," $ 1,950.00 ","0"," $ 975.00 "," $ 975.00 "
"","Advisor_9","05/01/2012","Oakland","CA","94606"," $ 4,312,000 ","Mixed Use","Opus Bank"," $ 25,872.00 ","0"," $ 12,936.00 "," $ 12,936.00 "
"","Advisor_9","05/01/2012","Berkeley","CA","94704"," $ 500,000 ","Multifamily","Technology Credit Union Bank"," $ 10,000.00 "," $ 1,250.00 "," $ 4,375.00 "," $ 4,375.00 "
"","Advisor_9","05/01/2012","Belmont","CA","94002"," $ 1,145,000 ","Multifamily","Sterling Savings Bank"," $ 11,450.00 "," $ 2,290.00 "," $ 4,580.00 "," $ 4,580.00 "
"","Advisor_9","05/03/2012","Berkeley","CA","94704"," $ 800,000 ","Multifamily","Apartment Bank"," $ 8,000.00 "," $ 2,000.00 "," $ 3,000.00 "," $ 3,000.00 "
"","Advisor_9","05/04/2012","Murfreesboro","TN","37128"," $ 1,130,500 ","NNN","Wilson Bank & Trust"," $ 10,000.00 ","0"," $ 5,000.00 "," $ 5,000.00 "
"","Advisor_9","05/08/2012","Oakland","CA","94611"," $ 1,100,000 ","Multifamily","JPMorgan Chase Bank"," $ 11,000.00 ","0"," $ 5,500.00 "," $ 5,500.00 "
"","Advisor_9","05/08/2012","El Cerrito","CA","94350"," $ 1,050,000 ","Multifamily","JPMorgan Chase Bank"," $ 10,500.00 "," $ 2,100.00 "," $ 4,200.00 "," $ 4,200.00 "
"","Advisor_9","05/09/2012","Moraga","CA","94556"," $ 2,520,000 ","Multifamily","Sterling Savings Bank"," $ 22,200.00 ","0"," $ 11,100.00 "," $ 11,100.00 "
"","Advisor_9","05/11/2012","Chulo Vista","CA","91910"," $ 315,000 ","Multifamily","Kaiser Federal"," $ 4,725.00 ","0"," $ 2,363.00 "," $ 2,363.00 "
"","Advisor_9","05/11/2012","Oakland","CA","94606"," $ 1,030,000 ","Multifamily","JPMorgan Chase Bank"," $ 10,300.00 "," $ 2,060.00 "," $ 4,120.00 "," $ 4,120.00 "
"","Advisor_9","05/17/2012","Berkeley","CA","94703"," $ 1,005,000 ","Multifamily","JPMorgan Chase Bank"," $ 5,037.50 "," $ 1,007.50 "," $ 2,015.00 "," $ 2,015.00 "
"","Advisor_8","05/23/2012","Honolulu","HI","96815"," $ 1,800,000 ","Mixed Use","Bank of Hawaii"," $ 13,500.00 ","0"," $ 6,750.00 "," $ 6,750.00 "
"","Advisor_9","05/24/2012","Oakland","CA","94601"," $ 2,040,000 ","Multifamily","Greystone"," $ 14,280.00 ","0"," $ 7,140.00 "," $ 7,140.00 "
"","Advisor_9","05/25/2012","Oakland","CA","94609"," $ 802,125 ","Mixed Use","Sterling Savings Bank"," $ 8,021.25 ","0"," $ 4,010.63 "," $ 4,010.63 "
"","Advisor_9","05/25/2012","Sausalito","CA","94965"," $ 7,650,000 ","NNN","Bank of Guam"," $ 76,500.00 ","0"," $ 38,250.00 "," $ 38,250.00 "
"","Advisor_8","05/29/2012","Kirkland","WA","98033"," $ 620,000 ","Multifamily","Sterling Savings Bank"," $ 5,253.00 ","0"," $ 2,626.50 "," $ 2,626.50 "
"","Advisor_9","05/30/2012","Colma","CA","94014"," $ 1,238,750 ","Special Use","TransPacific National Bank"," $ 12,337.50 ","0"," $ 6,168.75 "," $ 6,168.75 "
"","Advisor_9","05/30/2012","Oakland","CA","94608"," $ 1,712,000 ","Multifamily","Greystone"," $ 11,984.00 "," $ 2,396.80 "," $ 4,793.60 "," $ 4,793.60 "
"","Advisor_9","06/01/2012","Berkeley","CA","94705"," $ 630,000 ","Multifamily","Sterling Savings Bank"," $ 6,300.00 ","0"," $ 3,150.00 "," $ 3,150.00 "
"","Advisor_9","06/06/2012","Fairfield","CA","94533"," $ 2,200,000 ","Multifamily","Umpqua Bank"," $ 22,000.00 "," $ 2,200.00 "," $ 9,900.00 "," $ 9,900.00 "
"","Advisor_9","06/06/2012","Fairfield","CA","94533"," $ 2,400,000 ","Multifamily","Umpqua Bank"," $ 24,000.00 "," $ 2,400.00 "," $ 10,800.00 "," $ 10,800.00 "
"","Advisor_8","06/12/2012","Whittier","CA","90603"," $ 900,000 ","Multifamily","JPMorgan Chase Bank"," $ 9,000.00 ","0"," $ 4,500.00 "," $ 4,500.00 "
"","Advisor_8","06/13/2012","Whittier","CA","90604"," $ 1,050,000 ","Multifamily","OneWest Bank"," $ 7,875.00 "," $ 1,575.00 "," $ 3,150.00 "," $ 3,150.00 "
"","Advisor_9","06/14/2012","San Jose","CA","95030"," $ 735,000 ","Multifamily","Sterling Savings Bank"," $ 4,290.00 "," $ 858.00 "," $ 1,716.00 "," $ 1,716.00 "
"","Advisor_9","06/14/2012","San Jose","CA","95030"," $ 735,000 ","Multifamily","Sterling Savings Bank"," $ 7,350.00 "," $ 1,470.00 "," $ 2,940.00 "," $ 2,940.00 "
"","Advisor_9","06/15/2012","Fremont","CA","94539"," $ 2,500,000 ","Manufacturing Building","Umpqua Bank"," $ 22,500.00 ","0"," $ 11,250.00 "," $ 11,250.00 "
"","Advisor_9","06/20/2012","San Francisco","CA","94121"," $ 685,000 ","Mixed Use","Sterling Savings Bank"," $ 4,110.00 ","0"," $ 2,055.00 "," $ 2,055.00 "
"","Advisor_9","06/21/2012","Santa Clara","CA","95051"," $ 1,625,000 ","Multifamily","Chase"," $ 16,250.00 "," $ 3,250.00 "," $ 6,500.00 "," $ 6,500.00 "
"","Advisor_9","06/21/2012","San Francisco","CA","94115"," $ 1,775,000 ","Multifamily","Opus Bank"," $ 16,120.83 ","0"," $ 8,060.42 "," $ 8,060.42 "
"","Advisor_5","06/26/2012","Mountain View","CA","94043"," $ 1,162,500 ","Multifamily","Chase"," $ 8,718.75 ","0"," $ 4,359.38 "," $ 4,359.38 "
"","Advisor_9","06/28/2012","Oakland","CA","94066"," $ 550,000 ","Multifamily","Apartment Bank"," $ 5,500.00 ","0"," $ 2,750.00 "," $ 2,750.00 "
"","Advisor_9","06/29/2012","San Jose","CA","95112"," $ 1,425,000 ","Multifamily","Chase"," $ 14,250.00 "," $ 2,850.00 "," $ 5,700.00 "," $ 5,700.00 "
"","Advisor_9","06/29/2012","Oakland","CA","94607"," $ 520,000 ","Multifamily","Security Financial"," $ 5,200.00 ","0"," $ 2,600.00 "," $ 2,600.00 "
"","Advisor_9","06/29/2012","Claremont","CA","91711"," $ 775,000 ","Multifamily","First Foundation Bank"," $ 7,750.00 ","0"," $ 3,875.00 "," $ 3,875.00 "
"","Advisor_9","06/29/2012","Oakland","CA","94609"," $ 502,500 ","Multifamily","Sterling Savings Bank"," $ 5,025.00 "," $ 1,005.00 "," $ 2,010.00 "," $ 2,010.00 "
"","Advisor_9","07/03/2012","El Sobrante","CA","94803"," $ 2,401,000 ","Mixed Use","Opus Bank"," $ 18,007.50 ","0"," $ 9,003.75 "," $ 9,003.75 "
"","Advisor_9","07/18/2012","Bay Point","CA","94565"," $ 770,000 ","Retail","Stanford Federal Credit Union Bank"," $ 6,700.00 "," $ 1,340.00 "," $ 2,680.00 "," $ 2,680.00 "
"","Advisor_9","07/20/2012","Oakland","CA","94610"," $ 269,750 ","Multifamily","Security Financial"," $ 2,697.50 "," $ 539.50 "," $ 1,079.00 "," $ 1,079.00 "
"","Advisor_9","07/20/2012","Hayward","CA","94541"," $ 2,025,000 ","Multifamily","Chase"," $ 20,250.00 ","0"," $ 10,125.00 "," $ 10,125.00 "
"","Advisor_8","07/19/2012","Los Angeles","CA","90710"," $ 1,100,000 ","Multifamily","Chase"," $ 9,350.00 "," $ 1,870.00 "," $ 3,740.00 "," $ 3,740.00 "
"","Advisor_9","07/25/2012","San Jose","CA","95112"," $ 1,540,000 ","Multifamily","Chase"," $ 15,400.00 "," $ 3,080.00 "," $ 6,160.00 "," $ 6,160.00 "
"","Advisor_9","07/27/2012","Oakland","CA","94607"," $ 530,000 ","Multifamily","Greystone"," $ 3,560.00 ","0"," $ 1,780.00 "," $ 1,780.00 "
"","Advisor_9","08/01/2012","Oakland","CA","94612"," $ 2,100,000 ","Mixed Use","Stancorp"," $ 21,000.00 "," $ 4,200.00 "," $ 8,400.00 "," $ 8,400.00 "
"","Advisor_5","08/01/2012","Redwood City","CA","94061"," $ 1,200,000 ","Multifamily","Opus Bank"," $ 6,000.00 ","0"," $ 3,000.00 "," $ 3,000.00 "
"","Advisor_5","08/01/2012","Redwood City","CA","94063"," $ 1,200,000 ","Multifamily","Opus Bank"," $ 6,000.00 ","0"," $ 3,000.00 "," $ 3,000.00 "
"","Advisor_5","08/01/2012","Redwood City","CA","94061"," $ 1,340,000 ","Multifamily","Opus Bank"," $ 6,450.00 ","0"," $ 3,225.00 "," $ 3,225.00 "
"","Advisor_8","08/02/2012","Daly City","CA","94015"," $ 2,737,000 ","Multifamily","Opus Bank"," $ 20,527.50 ","0"," $ 10,263.75 "," $ 10,263.75 "
"","Advisor_8","08/02/2012","Long Beach","CA","90805"," $ 1,775,000 ","Multifamily","Opus Bank"," $ 15,089.50 "," $ 3,017.50 "," $ 6,035.00 "," $ 6,035.00 "
"","Advisor_8","08/02/2012","Long Beach","CA","90813"," $ 554,700 ","Multifamily","Opus Bank"," $ 4,649.50 "," $ 929.90 "," $ 1,859.80 "," $ 1,859.80 "
"","Advisor_9","08/03/2012","Oakland","CA","94611"," $ 536,000 ","Multifamily","Sterling Savings Bank"," $ 5,360.00 "," $ 1,072.00 "," $ 2,144.00 "," $ 2,144.00 "
"","Advisor_9","08/03/2012","Berkeley","CA","94708"," $ 650,000 ","Multifamily","Sterling Savings Bank"," $ 6,500.00 ","0"," $ 3,250.00 "," $ 3,250.00 "
"","Advisor_9","08/08/2012","Oakland","CA","94601"," $ 1,856,250 ","Multifamily","Sequoia Bank"," $ 12,081.11 ","0"," $ 6,040.56 "," $ 6,040.56 "
"","Advisor_9","08/17/2012","San Francisco","CA","94108"," $ 1,584,000 ","Multifamily","Chase"," $ 15,840.00 "," $ 2,450.00 "," $ 6,695.00 "," $ 6,695.00 "
"","Advisor_9","08/23/2012","Berkeley","CA","94703"," $ 630,000 ","Multifamily","Chase"," $ 6,300.00 ",""," $ 3,150.00 "," $ 3,150.00 "
"","Advisor_9","08/29/2012","Mountain View","CA","94065"," $ 5,830,000 ","Multifamily","Opus Bank"," $ 57,550.00 "," $ 9,650.00 "," $ 23,950.00 "," $ 23,950.00 "
"","Advisor_8","08/30/2012","South San Francisco","CA","94080"," $ 1,012,000 ","Multifamily","Opus Bank"," $ 4,840.00 ","0"," $ 2,420.00 "," $ 2,420.00 "
"","Advisor_9","08/31/2012","San Francisco","CA","94117"," $ 3,225,000 ","Multifamily","Sterling Savings Bank"," $ 19,350.00 ","0"," $ 9,675.00 "," $ 9,675.00 "
"","Advisor_8","08/31/2012","Los Angeles","CA","90066"," $ 525,000 ","Multifamily","JPMorgan Chase Bank"," $ 5,250.00 "," $ 1,050.00 "," $ 2,100.00 "," $ 2,100.00 "
"","Advisor_9","09/04/2012","Berkeley","CA","94705"," $ 2,800,000 ","Multifamily","American West Bank"," $ 27,399.40 "," $ 5,400.00 "," $ 10,999.70 "," $ 10,999.70 "
"","Advisor_9","09/05/2012","Oakland","CA","94610"," $ 835,000 ","Multifamily","Chase"," $ 8,350.00 ","0"," $ 4,175.00 "," $ 4,175.00 "
"","Advisor_9","09/11/2012","Anaheim","CA","92801"," $ 1,150,000 ","Multifamily","LoanOak Fund"," $ 11,500.00 ",""," $ 5,750.00 "," $ 5,750.00 "
"","Advisor_5","09/14/2012","San Jose","CA","95126"," $ 666,250 ","Multifamily","Sterling Savings Bank"," $ 6,662.50 "," $ 1,332.50 "," $ 2,665.00 "," $ 2,665.00 "
"","Advisor_9","09/14/2012","Oakland","CA","94606"," $ 700,000 ","Multifamily","Sterling Savings Bank"," $ 5,000.00 ",""," $ 2,500.00 "," $ 2,500.00 "
"","Advisor_9","09/18/2012","Berkeley","CA","94705"," $ 943,000 ","Multifamily","Provident Bank"," $ 9,430.00 "," $ 1,886.00 "," $ 3,772.00 "," $ 3,772.00 "
"","Advisor_9","09/18/2012","Berkeley","CA","94704"," $ 1,650,000 ","Multifamily","Provident Bank"," $ 16,500.00 "," $ 3,300.00 "," $ 6,600.00 "," $ 6,600.00 "
"","Advisor_9","09/18/2012","Berkeley","CA","94705"," $ 1,550,000 ","Multifamily","Provident Bank"," $ 15,500.00 "," $ 3,100.00 "," $ 6,200.00 "," $ 6,200.00 "
"","Advisor_9","09/18/2012","Berkeley","CA","94704"," $ 910,000 ","SFR","Security Financial"," $ 6,350.00 "," $ 1,270.00 "," $ 2,540.00 "," $ 2,540.00 "
"","Advisor_9","09/18/2012","Oakland","CA","94607"," $ 500,000 ","Multifamily","Wells Fargo Bank"," $ 5,000.00 "," $ 1,000.00 "," $ 2,000.00 "," $ 2,000.00 "
"","Advisor_9","09/20/2012","Long Beach","CA","90802"," $ 761,250 ","Multifamily","First Foundation Bank"," $ 7,612.50 ","0"," $ 3,806.25 "," $ 3,806.25 "
"","Advisor_8","09/20/2012","Anaheim","CA","92804"," $ 5,418,924 ","Nursing Home","JPMorgan Chase Bank"," $ 46,060.85 "," $ 9,212.17 "," $ 18,424.34 "," $ 18,424.34 "
"","Advisor_8","09/24/2012","Whitehall","OH","43277"," $ 700,000 ","Retail","The Bank of Hemet"," $ 7,000.00 ",""," $ 3,500.00 "," $ 3,500.00 "
"","Advisor_9","09/24/2012","San Jose","CA","95128"," $ 1,387,500 ","Multifamily","Chase"," $ 13,875.00 "," $ 1,942.50 "," $ 5,966.25 "," $ 5,966.25 "
"","Advisor_9","09/28/2012","Oakland","CA","94612"," $ 514,000 ","Multifamily","Chase"," $ 5,140.00 "," $ 1,028.00 "," $ 2,056.00 "," $ 2,056.00 "
"","Advisor_5","10/04/2012","Oakland","CA","94605"," $ 915,000 ","Multifamily","Sequoia Bank"," $ 6,075.00 ",""," $ 3,037.50 "," $ 3,037.50 "
"","Advisor_9","10/05/2012","Petaluma","CA","94952"," $ 3,050,000 ","Mixed Use","Umpqua Bank"," $ 30,500.00 "," $ 7,100.00 "," $ 11,700.00 "," $ 11,700.00 "
"","Advisor_9","10/10/2012","Rohnert Park","CA","94928"," $ 2,365,000 ","Multifamily","Greystone"," $ 28,971.25 "," $ 3,614.50 "," $ 12,678.38 "," $ 12,678.38 "
"","Advisor_9","10/10/2012","Santa Rosa","CA","95403"," $ 4,375,000 ","Multifamily","Greystone"," $ 48,125.00 "," $ 6,429.50 "," $ 20,847.75 "," $ 20,847.75 "
"","Advisor_9","10/11/2012","Berkeley","CA","94704"," $ 1,200,000 ","Multifamily","Security Financial"," $ 12,000.00 "," $ 2,400.00 "," $ 4,800.00 "," $ 4,800.00 "
"","Advisor_8","10/11/2012","Oxnard","CA","93033"," $ 2,077,500 ","Multifamily","JPMorgan Chase Bank"," $ 18,697.50 "," $ 3,739.50 "," $ 7,479.00 "," $ 7,479.00 "
"","Advisor_8","10/18/2012","Sacramento","CA","95814"," $ 2,700,000 ","Retail","Morrison Street Capital "," $ 40,500.00 "," $ 8,100.00 "," $ 16,200.00 "," $ 16,200.00 "
"","Advisor_8","10/23/2012","Anaheim","CA","92804"," $ 350,000 ","Retail","Chase"," $ 2,975.00 "," $ 595.00 "," $ 1,190.00 "," $ 1,190.00 "
"","Advisor_5","10/24/2012","San Jose","CA","95110"," $ 1,140,000 ","Multifamily","JPMorgan Chase Bank"," $ 11,400.00 "," $ 2,280.00 "," $ 4,560.00 "," $ 4,560.00 "
"","Advisor_5","10/24/2012","Oakland","CA","94602"," $ 337,500 ","Multifamily","Wells Fargo Bank"," $ 4,218.75 "," $ 843.75 "," $ 1,687.50 "," $ 1,687.50 "
"","Advisor_9","10/30/2012","Anaheim","CA","92801"," $ 5,500,000 ","Multifamily","Loan Oak Fund"," $ 41,250.00 ","0"," $ 20,625.00 "," $ 20,625.00 "
"","Advisor_9","10/31/2012","Oakland","CA","94578"," $ 1,150,000 ","Retail","River City Bank"," $ 11,500.00 ","0"," $ 5,750.00 "," $ 5,750.00 "
"","Advisor_8","11/07/2012","Oakland","CA","94612"," $ 1,025,000 ","Mixed Use","Fremont Bank"," $ 10,250.00 ","0"," $ 5,125.00 "," $ 5,125.00 "
"","Advisor_8","11/08/2012","San Francisco","CA","94134"," $ 350,000 ","Retail","Redwood Credit Union Bank"," $ 4,000.00 ","0"," $ 2,000.00 "," $ 2,000.00 "
"","Advisor_9","11/14/2012","San Jose","CA","95112"," $ 1,200,000 ","Multifamily","Chase"," $ 12,000.00 "," $ 1,800.00 "," $ 5,100.00 "," $ 5,100.00 "
"","Advisor_9","11/15/2012","San Francisco","CA","94107"," $ 1,875,000 ","Multifamily","Opus Bank"," $ 18,250.00 "," $ 3,650.00 "," $ 7,300.00 "," $ 7,300.00 "
